GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,Facility Id,Latitude,Longitude,_source_sheet,owner
1005743.0,110000755200.0,2023.0,"TotalEnergies Petrochemicals & Refining USA, Inc. - Port Arthur Refinery",7600 32nd Street,PORT ARTHUR,TX,77642,JEFFERSON COUNTY,TOTAL HOLDINGS USA INC,"1201 Louisiana Street, Suite 1800",Houston,TX,77002,100.0,324110.0,1005743,29.957935,-93.897484,Direct Point Emitters,other
1005769.0,110055108431.0,2023.0,HOLLYFRONTIER WOODS CROSS REFINING LLC,1070 WEST 500 SOUTH,WEST BOUNTIFUL,UT,84087,DAVIS COUNTY,HOLLYFRONTIER CORP,"2828 N Harwood, Suite 1300",Dallas,TX,75201,100.0,324110.0,1005769,40.884195,-111.910878,Direct Point Emitters,other
1005789.0,110063104670.0,2023.0,ConocoPhillips Alaska Inc - KRU CPF1,,North Slope,AK,0,NORTH SLOPE BOROUGH,CONOCOPHILLIPS,925 N Eldridge Pkwy,Houston,TX,77079,92.52,211120.0,1005789,70.3233,-149.605,Direct Point Emitters,CHEVRON CORP
1005803.0,110071160631.0,2023.0,"The San Antonio Refinery, LLC","1 BDA Crossing, Suite 100",SAN ANTONIO,TX,78235,BEXAR COUNTY,ALLEGIANCE REFINING LLC,"1 BDA Crossing, Ste 100",San Antonio,TX,78235,100.0,324110.0,1005803,29.34758,-98.45906,Direct Point Emitters,other
1005879.0,110000367102.0,2023.0,HUNT REFINING COMPANY,1855 FAIRLAWN RD.,TUSCALOOSA,AL,35401,TUSCALOOSA COUNTY,HUNT CRUDE OIL SUPPLY CO LLC,2200 Jack Warner Pkwy Ne,Tuscaloosa,AL,35404,100.0,324110.0,1005879,33.2003,-87.607,Direct Point Emitters,other
1005899.0,110017866727.0,2023.0,COUNTRYMARK REFINING & LOGISTICS LLC,1200 REFINERY RD,MT VERNON,IN,47620,POSEY COUNTY,COUNTRYMARK COOPERATIVE HOLDING CORP,"225 South East Street, Suite 144",Indianapolis,IN,46202,100.0,324110.0,1005899,37.925417,-87.904972,Direct Point Emitters,other
1005903.0,110000462703.0,2023.0,PASADENA REFINING SYSTEM,111 RED BLUFF ROAD,PASADENA,TX,77506,HARRIS COUNTY,CHEVRON USA INC,111 Red Bluff Road,Pasadena,TX,77506,100.0,324110.0,1005903,29.724131,-95.207454,Direct Point Emitters,other
1005911.0,110013831201.0,2023.0,Norco Manufacturing Complex,15536 River Road,Norco,LA,70079,ST. CHARLES PARISH,SHELL PETROLEUM INC,"910 Louisiana Street, Suite 420",Houston,TX,77002,100.0,324110.0,1005911,30.000964,-90.403863,Direct Point Emitters,other
1005966.0,110025329918.0,2023.0,Marathon Mandan Refinery,900 Old Red Trail NE,Mandan,ND,58554,MORTON COUNTY,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,324110.0,1005966,46.8441,-100.8855,Direct Point Emitters,MARATHON PETROLEUM CORP
1005992.0,110007182360.0,2023.0,SWEENY REFINERY,8189 Old FM 524,Old Ocean,TX,77463,BRAZORIA COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1005992,29.070847,-95.750363,Direct Point Emitters,PHILLIPS 66
1005997.0,110071159424.0,2023.0,PETRO STAR VALDEZ REFINERY,2.5 MILE DAYVILLE ROAD,VALDEZ,AK,99686,VALDEZ-CORDOVA CENSUS AREA,ARCTIC SLOPE REGIONAL CORP,3900 C Street Suite 801,Anchorage,AK,99503,100.0,324110.0,1005997,61.08276,-146.25017,Direct Point Emitters,other
1006012.0,110000539757.0,2023.0,PHILLIPS 66 CO - LAKE CHARLES REFINERY,2200 OLD SPANISH TRAIL,WESTLAKE,LA,70669,CALCASIEU PARISH,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1006012,30.242155,-93.274386,Direct Point Emitters,PHILLIPS 66
1006032.0,,2023.0,FORELAND REFINING CORP EAGLE SPRINGS REFINERY,,Current,NV,89301,Nye,SKY QUARRY INC,707 W. 700 S. Suite 101,Woods Cross,UT,84087,100.0,324110.0,1006032,38.6226,-115.6198,Direct Point Emitters,other
1006039.0,110000469243.0,2023.0,"Tesoro Refining and Marketing Company, Salt Lake City Refinery",474 West 900 North,Salt Lake City,UT,84103,SALT LAKE COUNTY,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,324110.0,1006039,40.791667,-111.902778,Direct Point Emitters,MARATHON PETROLEUM CORP
1006062.0,110000460885.0,2023.0,VALERO REFINING HOUSTON REFINERY,9701 MANCHESTER,HOUSTON,TX,77012,HARRIS COUNTY,VALERO ENERGY CORP,1 Valero Way,San Antonio,TX,78249,100.0,324110.0,1006062,29.722274,-95.254401,Direct Point Emitters,VALERO ENERGY CORP
1006068.0,110000595339.0,2023.0,EXXONMOBIL OIL JOLIET REFINERY,25915 SE FRONTAGE ROAD,CHANNAHON,IL,60410,WILL COUNTY,EXXON MOBIL CORP,22777 Springwoods Village Parkway,Spring,TX,77389,100.0,324110.0,1006068,41.4167,-88.1833,Direct Point Emitters,EXXON MOBIL CORP
1006078.0,110000384361.0,2023.0,Ohio Refining Company LLC,"4001 CEDAR POINT ROAD, OHIO",OREGON,OH,43616,Lucas,HUSKY MARKETING & SUPPLY CO,5550 Blazer Parkway Suite 200,Dublin,OH,43017,50.0,324110.0,1006078,41.6786,-83.4539,Direct Point Emitters,other
1006099.0,110000481755.0,2023.0,PHILLIPS 66 SANTA MARIA REFINERY,2555 WILLOW ROAD,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1006099,35.038889,-120.589722,Direct Point Emitters,PHILLIPS 66
1006189.0,110000469485.0,2023.0,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,2351 N 1100 W,SALT LAKE CITY,UT,84116,DAVIS COUNTY,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100.0,324110.0,1006189,40.824668,-111.930772,Direct Point Emitters,CHEVRON CORP
1006301.0,110071161554.0,2023.0,BORGER REFINERY,,BORGER,TX,79008,HUTCHINSON COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1006301,35.70306,-101.36305,Direct Point Emitters,PHILLIPS 66
1006307.0,110000449505.0,2023.0,CALCASIEU REFINING COMPANY,4359 WEST TANK FARM ROAD,LAKE CHARLES,LA,70605,CALCASIEU PARISH,TRANSWORLD OIL USA INC,"919 Milam, Suite 570",Houston,TX,77002,100.0,324110.0,1006307,30.1338,-93.3206,Direct Point Emitters,other
1006388.0,110000554828.0,2023.0,DETROIT REFINERY,1300 SOUTH FORT STREET,DETROIT,MI,48217,WAYNE COUNTY,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,324110.0,1006388,42.280556,-83.152778,Direct Point Emitters,MARATHON PETROLEUM CORP
1006395.0,110000483487.0,2023.0,SAN FRANCISCO REFINERY AT RODEO,1380 SAN PABLO AVENUE,RODEO,CA,94572,CONTRA COSTA COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1006395,38.0436,-122.2532,Direct Point Emitters,PHILLIPS 66
1006444.0,110000458488.0,2023.0,"Delek Refining, Ltd",1702 East Commerce St,Tyler,TX,75702,SMITH COUNTY,DELEK US HOLDINGS INC,7102 Commerce Way,Brentwood,TN,37027,100.0,324110.0,1006444,32.362643,-95.280179,Direct Point Emitters,DELEK US HOLDINGS INC
1006448.0,110000499069.0,2023.0,Silver Eagle Refining-Woods Cross,2355 SOUTH 1100 WEST,WOODS CROSS,UT,84087,DAVIS COUNTY,THE INTERNATIONAL GROUP INC,1100 East Main Street,Titusville,PA,16354-0128,100.0,324110.0,1006448,40.866389,-111.911389,Direct Point Emitters,other
1006451.0,110071301064.0,2023.0,"Port Hamilton Refining and Transportation, LLLP",1 ESTATE HOPE,CHRISTIANSTED,VI,820,ST. CROIX ISLAND,PORT HAMILTON REFINING & TRANSPORTATION LLLP,1 Estate Hope,Christiansted,VI,00820,100.0,324110.0,1006451,17.7102,-64.7544,Direct Point Emitters,other
1006468.0,110070752633.0,2023.0,BP CHERRY POINT REFINERY,4519 GRANDVIEW ROAD,BLAINE,WA,98230,WHATCOM COUNTY,BP AMERICA INC,501 Westlake Park Boulevard,Houston,TX,77079,100.0,324110.0,1006468,48.884,-122.735,Direct Point Emitters,other
1006499.0,110000597471.0,2023.0,CALUMET LUBRICANTS CO LP CALUMET COTTON VALLEY,1756 OLD HWY. 7,COTTON VALLEY,LA,71018,WEBSTER PARISH,CALUMET SPECIALTY PRODUCTS PARTNERS LP,"2780 Waterfront Parkway East Dr., Suite 200",Indianapolis,IN,46214,100.0,324110.0,1006499,32.800556,-93.412778,Direct Point Emitters,CALUMET SPECIALTY PRODUCTS PARTNERS LP
1006500.0,110063131739.0,2023.0,CALUMET LUBRICANTS CO LP,10234 HIGHWAY 157,PRINCETON,LA,71067,BOSSIER PARISH,CALUMET SPECIALTY PRODUCTS PARTNERS LP,"2780 Waterfront Parkway East Dr., Suite 200",Indianapolis,IN,46214,100.0,324110.0,1006500,32.58901,-93.51512,Direct Point Emitters,CALUMET SPECIALTY PRODUCTS PARTNERS LP
1006531.0,110056660457.0,2023.0,GOODWAY REFINING LLC,4745 ROSS ROAD,ATMORE,AL,36502,ESCAMBIA COUNTY,GOODWAY REFINING LLC,315 Belleville Avenue,Brewton,AL,36426,100.0,324110.0,1006531,31.1761,-87.438268,Direct Point Emitters,other
1006627.0,110071161537.0,2023.0,Los Angeles Refinery (LAR),2350 E. 223rd Street,CARSON,CA,90810,LOS ANGELES COUNTY,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,324110.0,1006627,33.82431,-118.23237,Direct Point Emitters,MARATHON PETROLEUM CORP
1006671.0,110000595124.0,2023.0,CHS INC LAUREL REFINERY,803 US HIGHWAY 212 SOUTH,LAUREL,MT,59044,YELLOWSTONE COUNTY,CHS INC,5500 Cenex Drive,Inver Grove Heights,MN,55077,100.0,324110.0,1006671,45.65922,-108.76778,Direct Point Emitters,other
1006838.0,110067216079.0,2023.0,"CRUDE OIL TOPPING UNIT, PRUDHOE BAY OPERATIONS CENTER, TARMAC CAMP",,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,HILCORP ENERGY CO,1111 Travis Street,Houston,TX,77002,100.0,211120.0,1006838,70.254036,-148.346077,Direct Point Emitters,other
1006843.0,110000476235.0,2023.0,Phillips 66 Los Angeles Refinery - Wilmington Plant,1660 WEST ANAHEIM STREET,WILMINGTON,CA,90744,LOS ANGELES COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1006843,33.774469,-118.290696,Direct Point Emitters,PHILLIPS 66
1006932.0,110071162280.0,2023.0,REFINERY KAPOLEI,91-325 KOMOHANA STREET,KAPOLEI,HI,96707,HONOLULU COUNTY,PAR PACIFIC HOLDINGS INC,"825 Town And County Lane, Suite 1500",Houston,TX,77024,100.0,324110.0,1006932,21.304291,-158.091296,Direct Point Emitters,PAR PACIFIC HOLDINGS INC
1006959.0,110000501993.0,2023.0,VALERO CORPUS CHRISTI REFINERY EAST PLANT,1300 CANTWELL LANE,CORPUS CHRISTI,TX,78407,NUECES COUNTY,VALERO ENERGY CORP,1 Valero Way,San Antonio,TX,78249,100.0,324110.0,1006959,27.810775,-97.436658,Direct Point Emitters,VALERO ENERGY CORP
1006961.0,110013314323.0,2023.0,BIG SPRING REFINERY,200 REFINERY RD; INTERSECTION OF I-20 & REFINERY RD,BIG SPRING,TX,79720,HOWARD COUNTY,DELEK US HOLDINGS INC,7102 Commerce Way,Brentwood,TN,37027,100.0,324110.0,1006961,32.269104,-101.417673,Direct Point Emitters,DELEK US HOLDINGS INC
1006985.0,110000424611.0,2023.0,Flint Hills Resources Pine Bend Refinery,12555 Clark Road,Rosemount,MN,55068,DAKOTA COUNTY,KOCH INDUSTRIES INC,4111 E 37Th Street North,Wichita,KS,67220-3298,100.0,324110.0,1006985,44.764434,-93.039484,Direct Point Emitters,other
1007000.0,110000428421.0,2023.0,"Par Montana, LLC Billings Refinery",700 Par Montana Road,Billings,MT,59101,YELLOWSTONE COUNTY,PAR PACIFIC HOLDINGS INC,"825 Town and Country Lane, Ste. 1500",Houston,TX,77024,100.0,324110.0,1007000,45.810555,-108.43166,Direct Point Emitters,PAR PACIFIC HOLDINGS INC
1007008.0,110043815690.0,2023.0,United Refining Company,15 Bradley Street,Warren,PA,16365,WARREN COUNTY,RED APPLE GROUP INC,"800 3Rd Avenue, 5Th Floor",New York,NY,10022,100.0,324110.0,1007008,41.8359,-79.1374,Direct Point Emitters,other
1007059.0,110000448837.0,2023.0,MERAUX REFINERY,2500 EAST SAINT BERNARD HIGHWAY,MERAUX,LA,70075,ST. BERNARD PARISH,VALERO ENERGY CORP,1 Valero Way,San Antonio,TX,78249,100.0,324110.0,1007059,29.930517,-89.940643,Direct Point Emitters,VALERO ENERGY CORP
1007217.0,110000468093.0,2023.0,HF Sinclair Parco Refining Company LLC,100 EAST LINCOLN AVENUE,SINCLAIR,WY,82334,CARBON COUNTY,HF SINCLAIR CORP,550 E. South Temple,Salt Lake City,UT,84102,100.0,324110.0,1007217,41.77899,-107.104,Direct Point Emitters,HF SINCLAIR CORP
1007218.0,110011942719.0,2023.0,SINCLAIR CASPER REFINING COMPANY,5700 EAST HIGHWAY 20/26,CASPER,WY,82609,NATRONA COUNTY,HF SINCLAIR CORP,"2828 N Harwood, Suite 1300",Dallas,TX,75201,100.0,324110.0,1007218,42.8605,-106.2425,Direct Point Emitters,HF SINCLAIR CORP
1007322.0,110001148598.0,2023.0,Delaware City Refinery,4550 WRANGLE HILL ROAD,DELAWARE CITY,DE,19706,New Castle,PBF ENERGY INC,"1 Sylvan Way, Suite 2",Parsippany,NJ,07054,100.0,324110.0,1007322,39.5936,-75.6337,Direct Point Emitters,PBF ENERGY INC
1007329.0,110069359063.0,2023.0,TORRANCE REFINING COMPANY LLC,3700 WEST 190TH STREET,TORRANCE,CA,90504,LOS ANGELES COUNTY,PBF ENERGY INC,"1 Sylvan Way, Suite 2",Parsippany,NJ,07054,100.0,324110.0,1007329,33.85828,-118.3369,Direct Point Emitters,PBF ENERGY INC
1007339.0,110000398338.0,2023.0,BP Whiting Business Unit,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,Lake,BP AMERICA INC,501 Westlake Park Boulevard,Houston,TX,77079,100.0,324110.0,1007339,41.6703,-87.4803,Direct Point Emitters,other
1007458.0,110000464024.0,2023.0,MOTIVA ENTERPRISES LLC,2555 SAVANNAH AVE,PORT ARTHUR,TX,77640,JEFFERSON COUNTY,ARAMCO SERVICES CO,"1200 Smith Street, 35Th Floor",Houston,TX,77002,100.0,324110.0,1007458,29.883333,-93.958333,Direct Point Emitters,other
1007466.0,110000336440.0,2023.0,"Monroe Energy, LLC, Trainer Refinery",4101 Post Road,Trainer,PA,19061,Delaware,DELTA AIR LINES INC,1030 Delta Boulevard,Atlanta,GA,30354,100.0,324110.0,1007466,39.8228,-75.4033,Direct Point Emitters,other
1007506.0,110043806085.0,2023.0,PHILLIPS 66 BILLINGS REFINERY,401 SOUTH 23RD STREET,BILLINGS,MT,59101,YELLOWSTONE COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1007506,45.776389,-108.484444,Direct Point Emitters,PHILLIPS 66
1007518.0,110041962873.0,2023.0,WRB Refining LP Wood River Refinery,900 SOUTH CENTRAL AVENUE,ROXANA,IL,62084,Madison,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,100.0,324110.0,1007518,38.8375,-90.0675,Direct Point Emitters,PHILLIPS 66
1007542.0,110000463178.0,2023.0,EXXONMOBIL Bt Site,5000 Bayway Dr,BAYTOWN,TX,77520,HARRIS COUNTY,EXXON MOBIL CORP,5959 Las Colinas Blvd,Irving,TX,75039,100.0,324110.0,1007542,29.73934,-95.022404,Direct Point Emitters,EXXON MOBIL CORP
1007622.0,110041023807.0,2023.0,ALON REFINING KROTZ SPRINGS INC,356 S. LEVEE RD,KROTZ SPRINGS,LA,70750,ST. LANDRY PARISH,DELEK US HOLDINGS INC,"310 Seven Springs Way, Suite 500",Brentwood,TN,37027,100.0,324110.0,1007622,30.526504,-91.748383,Direct Point Emitters,DELEK US HOLDINGS INC
1007625.0,110045634774.0,2023.0,CHALMETTE REFINING LLC - CHALMETTE REFINERY,500 W ST BERNARD HWY,CHALMETTE,LA,70043,ST. BERNARD PARISH,PBF ENERGY INC,"1 Sylvan Way, Suite 2",Parsippany,NJ,07054,100.0,324110.0,1007625,29.936411,-89.972954,Direct Point Emitters,PBF ENERGY INC
1007643.0,110043804185.0,2023.0,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,4045 SCENIC HWY,BATON ROUGE,LA,70805,EAST BATON ROUGE PARISH,EXXON MOBIL CORP,5959 Las Colinas Blvd,Irving,TX,75039,100.0,324110.0,1007643,30.484917,-91.17392,Direct Point Emitters,EXXON MOBIL CORP
1007658.0,110000490549.0,2023.0,US OIL & REFINING TACOMA,3001 MARSHALL AVENUE,TACOMA,WA,98421,PIERCE COUNTY,PAR PACIFIC HOLDINGS INC,"825 Town And County Lane, Suite 1500",Houston,TX,77024,100.0,324110.0,1007658,47.257694,-122.395259,Direct Point Emitters,PAR PACIFIC HOLDINGS INC
1007661.0,110038160584.0,2023.0,MARTIN OPERATING PTNR LP,484 EAST 6TH STREET,SMACKOVER,AR,71762,UNION COUNTY,MARTIN MIDSTREAM PARTNERS LP,4200 Stone Road,Kilgore,TX,75662,100.0,324110.0,1007661,33.364143,-92.716924,Direct Point Emitters,other
1007739.0,110000428500.0,2023.0,"Calumet Montana Refining, LLC",1900 10TH STREET NORTHEAST,GREAT FALLS,MT,59404,CASCADE COUNTY,CALUMET SPECIALTY PRODUCTS PARTNERS LP,"2780 Waterfront Parkway East Dr., Suite 200",Indianapolis,IN,46214,100.0,324110.0,1007739,47.523611,-111.294167,Direct Point Emitters,CALUMET SPECIALTY PRODUCTS PARTNERS LP
1007741.0,110017413299.0,2023.0,TESORO ALASKA PETROLEUM CO,54741 TESORO ROAD,KENAI,AK,99611,KENAI PENINSULA BOROUGH,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,324110.0,1007741,60.683603,-151.367204,Direct Point Emitters,MARATHON PETROLEUM CORP
1007771.0,110061297788.0,2023.0,"NAVAJO REFINING COMPANY, LLC - LOVINGTON REFINERY",7406 S. Main,LOVINGTON,NM,88260,LEA COUNTY,HOLLYFRONTIER CORP,"2828 N Harwood, Suite 1300",Dallas,TX,75201,100.0,324110.0,1007771,32.879253,-103.297137,Direct Point Emitters,other
1007786.0,110000606746.0,2023.0,VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,One Valero Way,ARDMORE,OK,73401,CARTER COUNTY,VALERO ENERGY CORP,1 Valero Way,San Antonio,TX,78249,100.0,324110.0,1007786,34.20569,-97.10417,Direct Point Emitters,VALERO ENERGY CORP
1007844.0,110022294569.0,2023.0,Paulsboro Refining Company LLC,800 BILLINGSPORT ROAD,PAULSBORO,NJ,8066,Gloucester,PBF ENERGY INC,"1 Sylvan Way, Suite 2",Parsippany,NJ,07054,100.0,324110.0,1007844,39.84,-75.2583,Direct Point Emitters,PBF ENERGY INC
1007861.0,110017419667.0,2023.0,LION OIL CO-EL DORADO REFINERY,1000 MCHENRY,EL DORADO,AR,71730,UNION COUNTY,DELEK US HOLDINGS INC,7102 Commerce Way,Brentwood,TN,37027,100.0,324110.0,1007861,33.20152,-92.67358,Direct Point Emitters,DELEK US HOLDINGS INC
