GHGRP FACILITY ID,year,category,lat,lon
1000631,2011,other,37.171278,-88.756667
1000633,2011,other,37.4604,-79.9948
1000637,2011,other,38.741557,-90.341893
1000638,2011,other,39.862773,-75.321425
1000639,2011,other,47.283625,-122.24277
1000640,2011,other,47.923302,-122.273197
1000644,2011,other,39.4422,-76.2208
1000649,2011,other,38.5444,-76.6861
1000650,2011,other,39.2086,-77.4644
1000651,2011,other,38.3592,-76.9767
1000653,2011,other,42.3917,-71.0667
1000655,2011,other,42.1364,-71.4478
1000656,2011,other,42.3636,-71.1161
1000657,2011,other,42.3633,-71.0792
1000658,2011,other,41.7694,-70.5097
1000665,2011,other,42.235,-70.9672
1000667,2011,other,41.8653,-71.1061
1000669,2011,other,30.2091,-97.6139
1000670,2011,other,42.9103,-86.2036
1000674,2011,other,42.2947,-83.1019
1000676,2011,other,41.8917,-83.3461
1000678,2011,other,42.7642,-82.4719
1000679,2011,other,42.1236,-83.1811
1000682,2011,other,42.7183,-84.5586
1000683,2011,other,42.6919,-84.6572
1000686,2011,other,47.5306,-92.1619
1000687,2011,other,47.2603,-93.6531
1000688,2011,other,46.7356,-92.1531
1000689,2011,other,44.8108,-93.2501
1000690,2011,other,44.9331,-93.1075
1000691,2011,other,45.03,-92.7786
1000693,2011,other,45.0203,-93.2753
1000695,2011,other,44.0281,-92.4597
1000696,2011,other,30.34,-88.492
1000697,2011,other,32.2925,-88.7461
1000698,2011,other,30.4408,-89.0265
1000703,2011,other,31.5289,-89.2992
1000704,2011,other,36.0441,-79.78814
1000705,2011,other,39.1306,-94.4778
1000707,2011,other,38.4017,-90.3358
1000708,2011,other,33.65099,-85.85197
1000709,2011,other,38.9658,-92.3175
1000713,2011,other,37.1086,-93.2592
1000714,2011,other,37.27251,-79.99861
1000715,2011,other,36.5147,-89.5617
1000716,2011,other,39.5531,-92.6392
1000722,2011,other,41.4275,-96.4619
1000725,2011,other,41.1706,-95.9692
1000726,2011,other,36.0875,-115.0507
1000729,2011,other,43.1411,-71.4692
1000730,2011,other,43.0978,-70.7842
1000733,2011,top10_other,39.4547,-75.2011
1000739,2011,other,35.5438,-89.198
1000741,2011,other,40.5661,-75.165
1000742,2011,other,40.8375,-74.0244
1000743,2011,other,40.0753,-74.8781
1000747,2011,other,40.7375,-74.1
1000751,2011,other,39.4889,-75.0347
1000752,2011,other,31.8047,-106.5472
1000753,2011,other,32.7142,-103.3015
1000754,2011,other,35.1716,-106.6019
1000755,2011,other,32.7131,-103.3533
1000756,2011,other,39.0025,-77.09712
1000758,2011,other,41.573,-73.9646
1000759,2011,other,40.5915,-74.2027
1000761,2011,other,40.7281,-73.9742
1000763,2011,other,40.6486,-74.0209
1000764,2011,other,40.7585,-73.9451
1000766,2011,other,40.7711,-73.9911
1000767,2011,other,40.768,-73.9515
1000768,2011,other,40.6169,-73.6486
1000771,2011,other,40.9231,-73.3417
1000774,2011,other,42.6789,-76.9483
1000777,2011,other,42.5905,-73.7636
1000780,2011,other,41.2044,-73.9689
1000781,2011,other,40.7586,-73.9592
1000782,2011,other,39.7078,-79.9588
1000783,2011,other,43.4929,-116.7045
1000784,2011,other,42.0917,-79.2417
1000785,2011,other,35.595,-79.0492
1000786,2011,other,35.3775,-78.0875
1000787,2011,other,36.4833,-79.0731
1000788,2011,other,45.7934,-119.313
1000790,2011,other,44.5397,-88.0083
1000791,2011,other,33.0917,-82.9803
1000792,2011,other,39.2242,-88.7594
1000793,2011,other,38.663697,-82.16883
1000794,2011,other,35.8619,-90.0253
1000795,2011,other,32.2983,-107.78
1000796,2011,top10_other,32.5733,-116.9153
1000798,2011,top10_other,29.4731,-95.6244
1000799,2011,other,39.3922,-87.5103
1000800,2011,other,33.2961,-92.5933
1000801,2011,other,34.7094,-84.9182
1000802,2011,other,40.3372,-79.9108
1000805,2011,top10_other,42.4776,-87.895
1000806,2011,top10_other,37.2169,-121.7439
1000807,2011,other,30.218908,-91.066327
1000808,2011,other,39.0839,-82.3328
1000809,2011,other,43.1864,-84.8429
1000811,2011,other,32.2792,-81.2842
1000812,2011,other,33.5883,-85.9731
1000813,2011,other,33.0,-85.9031
1000814,2011,other,27.5242,-81.9236
1000815,2011,other,34.2963,-92.8683
1000816,2011,other,30.3215,-91.2392
1000817,2011,other,41.9997,-88.2445
1000818,2011,other,37.8667,-78.3813
1000819,2011,other,32.6503,-86.7386
1000821,2011,other,34.8358,-89.2017
1000822,2011,other,33.33,-112.84
1000823,2011,other,42.2383,-89.1014
1000824,2011,other,35.6853,-97.2242
1000825,2011,top10_other,29.7153,-95.1361
1000826,2011,other,32.7056,-92.0697
1000827,2011,other,44.2853,-105.3841
1000828,2011,other,34.2824,-77.9864
1000830,2011,other,35.1897,-81.0122
1000831,2011,other,35.7133,-80.3767
1000832,2011,other,35.22,-81.7594
1000833,2011,other,36.4862,-79.7208
1000834,2011,other,35.5975,-80.9658
1000836,2011,other,47.2819,-101.3194
1000837,2011,other,47.0664,-101.2139
1000839,2011,other,40.2522,-80.6486
1000841,2011,other,39.1131,-84.8031
1000842,2011,other,32.812656,-96.842743
1000853,2011,other,38.9161,-82.1281
1000855,2011,other,41.45239,-97.0956
1000857,2011,other,43.576274,-93.301773
1000859,2011,other,35.5089,-97.1789
1000860,2011,other,35.7617,-95.2847
1000861,2011,other,34.9678,-96.7242
1000862,2011,other,36.4317,-95.7008
1000863,2011,other,35.1009,-98.3524
1000864,2011,other,36.1125,-95.9917
1000865,2011,other,35.0847,-98.23
1000866,2011,other,36.4375,-99.2208
1000869,2011,other,39.8439,-75.3575
1000870,2011,other,40.6994,-73.9758
1000872,2011,other,44.111944,-93.678611
1000877,2011,other,40.3842,-79.0611
1000879,2011,other,41.067,-78.3656
1000881,2011,other,36.99067,-79.90194
1000883,2011,other,40.6604,-79.3411
1000884,2011,other,40.9378,-80.3681
1000886,2011,other,40.097,-76.6962
1000892,2011,other,40.796,-75.107
1000893,2011,other,41.0714,-76.6672
1000898,2011,other,39.858,-75.323
1000901,2011,other,41.2033,-76.0683
1000903,2011,other,37.070579,-120.86557
1000904,2011,other,39.1264,-122.1251
1000905,2011,top10_other,41.8167,-71.4042
1000906,2011,other,34.4017,-80.1589
1000907,2011,other,37.09209,-120.9255
1000908,2011,other,34.6022,-82.435
1000909,2011,other,34.0533,-81.2178
1000910,2011,other,33.435,-81.9111
1000911,2011,other,33.8264,-80.6218
1000912,2011,other,33.0163,-79.9285
1000916,2011,other,35.0742,-90.1439
1000917,2011,other,36.0211,-84.1567
1000918,2011,other,36.3767,-82.9639
1000919,2011,other,36.0278,-87.9861
1000922,2011,other,27.8182,-97.4189
1000924,2011,other,28.7883,-97.01
1000926,2011,other,32.7253,-96.9361
1000928,2011,other,30.4364,-95.5215
1000929,2011,other,29.7483,-94.9272
1000934,2011,other,32.3766,-94.6415
1000936,2011,other,32.8486,-94.5469
1000937,2011,other,33.5239,-101.7392
1000939,2011,other,35.2825,-101.7458
1000941,2011,other,33.135,-98.6117
1000942,2011,other,32.7278,-97.2186
1000947,2011,other,32.1264,-96.1014
1000954,2011,other,30.1456,-97.2708
1000955,2011,other,33.5211,-101.7906
1000956,2011,other,29.3511,-98.5753
1000959,2011,other,32.6581,-98.3103
1000961,2011,other,37.894847,-86.685793
1000964,2011,top10_other,37.3822,-77.3833
1000966,2011,top10_other,38.5367,-77.2806
1000967,2011,other,38.4731,-81.8233
1000971,2011,other,39.7107,-79.9275
1000976,2011,other,39.8297,-80.8153
1000977,2011,top10_other,39.2014,-79.2667
1000978,2011,other,46.5869,-90.9017
1000979,2011,other,43.0792,-89.3739
1000982,2011,other,42.8457,-87.8294
1000983,2011,other,43.715,-87.7094
1000985,2011,other,45.0869,-87.6881
1000986,2011,other,44.8606,-89.6553
1000987,2011,other,44.082,-87.6558
1000990,2011,other,42.8378,-105.7769
1000991,2011,other,41.7572,-110.5986
1000992,2011,other,33.1707,-96.1264
1000995,2011,other,44.3026,-91.9126
1000996,2011,other,30.558,-98.3705
1000997,2011,other,27.6067,-97.3119
1000998,2011,other,35.9978,-95.9567
1001001,2011,other,39.3668,-81.2944
1001002,2011,other,34.4236,-92.1392
1001005,2011,other,38.9361,-88.2778
1001006,2011,other,38.9031,-84.8511
1001008,2011,other,40.4627,-107.5912
1001011,2011,other,42.7748,-82.4945
1001012,2011,other,43.1056,-82.6964
1001013,2011,other,27.0536,-80.5628
1001014,2011,other,28.9047,-81.3319
1001016,2011,other,30.7261,-91.3669
1001018,2011,other,39.4472,-94.98
1001020,2011,other,45.8831,-106.614
1001021,2011,other,42.1977,-72.5103
1001022,2011,other,43.3561,-78.6039
1001023,2011,other,41.2175,-87.0239
1001024,2011,other,45.3792,-93.8958
1001025,2011,other,36.4537,-97.0527
1001026,2011,other,40.6215,-95.7765
1001027,2011,other,45.3047,-96.5103
1001028,2011,other,44.2886,-105.3847
1001029,2011,other,40.2461,-104.8742
1001030,2011,other,38.3722,-87.7661
1001031,2011,other,32.3558,-81.1683
1001033,2011,other,37.9053,-87.715
1001035,2011,other,38.1306,-90.2625
1001036,2011,other,39.1747,-111.0289
1001037,2011,other,37.9256,-87.0372
1001038,2011,other,28.7128,-97.2142
1001040,2011,other,28.7044,-98.4781
1001041,2011,other,31.395,-92.7167
1001042,2011,other,35.2972,-101.7475
1001043,2011,other,34.1847,-102.5686
1001044,2011,other,37.1519,-93.3892
1001045,2011,other,42.1103,-104.8828
1001046,2011,other,37.1385,-94.1041
1001047,2011,other,30.7217,-96.4599
1001048,2011,other,40.2217,-103.6803
1001049,2011,other,36.5278,-78.8917
1001050,2011,other,41.0961,-92.5556
1001051,2011,other,33.0583,-83.8072
1001052,2011,other,38.9794,-81.9344
1001054,2011,other,40.7316,-96.7364
1001055,2011,other,47.3714,-101.8344
1001056,2011,other,41.6295,-83.4965
1001057,2011,other,42.56519,-83.03771
1001059,2011,other,35.6733,-91.4083
1001060,2011,other,41.3153,-91.0936
1001062,2011,other,40.8611,-105.0206
1001063,2011,other,36.8791,-89.6209
1001064,2011,other,34.0158,-95.3206
1001066,2011,other,37.4497,-87.0803
1001068,2011,other,42.521667,-70.939444
1001069,2011,other,34.59459,-98.50129
1001070,2011,other,31.0932,-96.6965
1001071,2011,other,43.53731,-89.10315
1001073,2011,other,36.134274,-80.257781
1001074,2011,other,47.919441,-97.059904
1001078,2011,other,45.975179,-106.655241
1001079,2011,other,41.5572,-93.5242
1001080,2011,other,40.9569,-72.8774
1001082,2011,top10_other,39.7436,-75.5072
1001085,2011,other,39.4492,-84.4611
1001086,2011,other,43.1669,-88.69
1001088,2011,other,30.50515,-87.22575
1001090,2011,other,41.694444,-87.515833
1001091,2011,other,43.7353,-88.4968
1001092,2011,other,33.3642,-81.03
1001093,2011,top10_other,36.8692,-78.7046
1001097,2011,other,43.6033,-96.6369
1001098,2011,other,28.2764,-81.533
1001100,2011,other,27.7286,-81.9897
1001101,2011,other,41.251852,-84.41227
1001103,2011,other,34.242779,-84.797775
1001104,2011,other,29.2575,-98.3828
1001106,2011,other,42.7553,-86.0853
1001107,2011,other,37.6528,-121.0172
1001108,2011,other,42.6658,-88.0131
1001109,2011,other,35.4317,-81.0347
1001110,2011,top10_other,39.451,-75.0578
1001111,2011,other,37.0659,-94.614
1001112,2011,other,27.7886,-81.8694
1001113,2011,other,40.8153,-73.0644
1001117,2011,other,42.3022,-96.3622
1001119,2011,other,45.8486,-119.6744
1001120,2011,other,44.94302,-93.093857
1001122,2011,other,39.8233,-89.5888
1001123,2011,other,38.39,-86.93
1001124,2011,other,47.8034,-116.869
1001125,2011,other,44.2853,-105.3841
1001126,2011,other,38.3864,-97.61
1001127,2011,other,38.4461,-121.4614
1001129,2011,other,38.5306,-121.399
1001130,2011,other,38.511,-121.4735
1001132,2011,other,31.6467,-102.52869
1001133,2011,other,45.65,-122.7231
1001135,2011,other,31.2642,-88.0027
1001136,2011,other,32.3102,-86.5242
1001137,2011,other,27.7447,-81.85
1001140,2011,other,30.5248,-88.1289
1001142,2011,other,36.2206,-95.2756
1001143,2011,other,45.327,-95.6377
1001144,2011,other,39.9022,-86.2439
1001145,2011,other,39.9528,-85.5039
1001146,2011,other,33.8122,-83.6954
1001147,2011,other,34.0386,-83.3972
1001148,2011,top10_other,29.0728,-95.745
1001149,2011,other,40.0864,-109.2844
1001150,2011,other,34.8422,-79.7444
1001151,2011,other,33.9486,-85.2769
1001152,2011,other,33.6094,-93.7924
1001153,2011,other,35.7325,-80.6019
1001154,2011,other,42.739417,-111.541421
1001155,2011,other,39.73,-86.26
1001156,2011,other,32.9856,-83.8464
1001157,2011,other,46.878642,-102.296038
1001158,2011,other,34.3477,-82.776
1001159,2011,other,39.7183,-76.1606
1001160,2011,other,38.5283,-77.7681
1001161,2011,top10_other,38.064527,-77.508465
1001162,2011,top10_other,38.54591,-77.77227
1001163,2011,other,32.6094,-85.0961
1001165,2011,other,43.7997,-92.6819
1001167,2011,other,30.3206,-81.9486
1001169,2011,other,44.9019,-91.5678
1001170,2011,other,40.8275,-73.6478
1001171,2011,other,40.9297,-84.7392
1001172,2011,other,27.9072,-82.4231
1001174,2011,other,40.4081,-79.0339
1001175,2011,other,32.3814,-86.5736
1001176,2011,other,32.4607,-94.4852
1001177,2011,other,37.2479,-93.1709
1001178,2011,other,33.407,-85.0387
1001179,2011,other,32.7976,-88.6057
1001180,2011,other,38.7878,-94.985
1001181,2011,other,43.0974,-70.7834
1001182,2011,other,41.5711,-73.9747
1001183,2011,other,40.8153,-73.0664
1001186,2011,other,43.4864,-89.4203
1001187,2011,other,36.2811,-80.0603
1001188,2011,other,28.2628,-81.5486
1001189,2011,other,33.3503,-91.1181
1001190,2011,other,29.9994,-90.4758
1001191,2011,other,34.5431,-98.3244
1001192,2011,other,41.7378,-108.7875
1001193,2011,other,39.3792,-111.0781
1001194,2011,other,38.9347,-82.1158
1001195,2011,other,38.6306,-104.7056
1001196,2011,other,34.3186,-109.1636
1001197,2011,other,40.8831,-117.1542
1001200,2011,other,42.45,-70.9739
1001203,2011,other,40.79,-76.1984
1001204,2011,other,40.55,-78.8
1001205,2011,top10_other,37.2144,-76.4611
1001206,2011,other,42.5375,-73.7433
1001207,2011,other,42.0925,-71.4833
1001208,2011,other,40.439,-74.3444
1001209,2011,other,30.4903,-91.1875
1001210,2011,other,40.8092,-76.4539
1001215,2011,other,40.714786,-74.136198
1001217,2011,other,42.5083,-78.0661
1001218,2011,other,43.9842,-75.6225
1001223,2011,other,39.5944,-78.7456
1001224,2011,other,40.2415,-103.631
1001225,2011,other,42.5744,-73.8592
1001226,2011,other,39.9175,-75.1192
1001232,2011,other,40.6322,-74.2156
1001234,2011,other,29.2639,-95.8997
1001236,2011,other,41.4844,-75.5403
1001238,2011,top10_other,40.7469,-73.4994
1001240,2011,other,42.6544,-78.0772
1001241,2011,other,43.4682,-76.4965
1001242,2011,other,42.9671,-78.9182
1001243,2011,other,43.25,-73.8125
1001244,2011,other,41.573,-76.0426
1001245,2011,other,43.0839,-79.0056
1001246,2011,other,40.6553,-74.1124
1001248,2011,other,39.8746,-75.1592
1001249,2011,other,40.6191,-76.45
1001250,2011,other,42.7178,-84.4836
1001251,2011,other,38.703671,-88.086588
1001252,2011,other,40.8556,-75.8781
1001253,2011,other,40.4586,-74.3327
1001254,2011,other,27.6364,-81.9636
1001256,2011,other,41.2678,-79.8114
1001257,2011,other,43.0611,-76.0819
1001258,2011,other,42.0099,-71.6701
1001259,2011,other,37.8181,-77.4478
1001262,2011,other,40.2128,-75.3022
1001263,2011,top10_other,38.0167,-121.8439
1001264,2011,other,42.63,-73.75
1001265,2011,other,43.1622,-78.7453
1001267,2011,other,32.644444,-97.319167
1001268,2011,top10_other,40.6417,-73.7778
1001269,2011,other,43.0483,-78.8539
1001270,2011,top10_other,40.9168,-73.1292
1001271,2011,other,42.0099,-71.6701
1001272,2011,other,27.8708,-81.8253
1001275,2011,other,27.8489,-81.8775
1001276,2011,other,28.4422,-81.4119
1001277,2011,other,42.20446,-71.15937
1001278,2011,other,44.7132,-73.4557
1001280,2011,other,44.9503,-74.8928
1001281,2011,other,41.75,-72.6347
1001282,2011,other,40.8222,-76.1736
1001283,2011,other,40.0613,-74.1686
1001285,2011,other,39.9417,-75.1883
1001286,2011,top10_other,36.7367,-107.9417
1001287,2011,other,32.3994,-97.4078
1001288,2011,other,38.6681,-76.8678
1001289,2011,other,42.3611,-71.0934
1001290,2011,other,40.510417,-88.992956
1001291,2011,other,44.7956,-92.9119
1001292,2011,other,42.8543,-88.7297
1001293,2011,other,40.3881,-91.398
1001294,2011,other,41.8312,-71.1239
1001295,2011,other,44.4489,-88.0731
1001296,2011,other,44.506,-70.242
1001298,2011,other,42.0476,-72.6478
1001299,2011,other,41.1692,-73.1844
1001300,2011,top10_other,29.7233,-95.1769
1001301,2011,other,41.6417,-71.17
1001302,2011,other,33.3516,-84.9996
1001303,2011,other,30.5924,-95.9178
1001305,2011,other,32.9728,-102.7417
1001306,2011,other,35.7867,-114.9928
1001307,2011,other,42.1127,-72.0152
1001308,2011,other,42.82,-85.9988
1001309,2011,other,32.4302,-97.0537
1001310,2011,other,33.6314,-95.589
1001311,2011,other,26.208,-98.3992
1001312,2011,other,44.5303,-70.5219
1001313,2011,other,42.2797,-85.4922
1001314,2011,other,42.174,-121.8112
1001315,2011,other,41.8017,-71.5186
1001316,2011,other,42.3085,-87.86253
1001317,2011,other,42.0931,-88.2397
1001318,2011,other,39.4522,-84.465
1001319,2011,other,39.9208,-87.445
1001320,2011,top10_other,39.0531,-121.6939
1001322,2011,other,36.3297,-79.8297
1001324,2011,other,30.0561,-93.7539
1001325,2011,top10_other,26.3403,-98.19
1001326,2011,other,35.0517,-114.1334
1001327,2011,other,40.2201,-103.679
1001328,2011,other,33.8147,-83.6969
1001329,2011,other,32.9042,-111.7889
1001330,2011,other,41.4797,-88.2581
1001331,2011,other,32.0164,-94.6189
1001332,2011,other,44.1934,-88.5055
1001333,2011,other,29.5932,-97.9724
1001334,2011,other,32.3347,-97.7344
1001335,2011,other,29.7806,-97.9894
1001337,2011,other,39.0717,-87.0128
1001338,2011,other,41.8736,-71.8947
1001339,2011,other,35.2956,-119.5919
1001340,2011,other,30.1478,-97.27
1001341,2011,other,38.3902,-85.4133
1001342,2011,other,30.1603,-93.3458
1001343,2011,top10_other,35.0786,-81.575
1001345,2011,other,42.9043,-71.4251
1001347,2011,other,30.4284,-92.4112
1001350,2011,top10_other,34.8678,-114.5317
1001351,2011,other,38.7931,-94.3006
1001352,2011,other,47.7861,-116.9214
1001354,2011,other,41.7146,-90.2802
1001356,2011,other,40.4219,-75.9353
1001357,2011,other,33.6464,-88.2717
1001358,2011,other,38.1933,-82.6042
1001359,2011,top10_other,41.4388,-88.1236
1001360,2011,other,39.6692,-105.0018
1001361,2011,other,40.4705,-88.3987
1001362,2011,other,38.1114,-89.3467
1001363,2011,top10_other,27.8139,-97.4283
1001365,2011,other,31.8378,-102.3278
1001366,2011,top10_other,38.03,-121.8708
1001367,2011,other,32.3781,-90.2169
1001368,2011,other,34.5923,-92.2166
1001369,2011,other,41.3937,-87.9437
1001370,2011,other,32.3194,-96.6739
1001371,2011,other,38.6716,-87.2931
1001372,2011,top10_other,31.8907,-96.1128
1001373,2011,other,40.0747,-84.6147
1001374,2011,other,40.6206,-85.3057
1001375,2011,other,33.101,-97.9574
1001376,2011,other,39.8622,-75.3361
1001377,2011,other,37.0286,-88.3958
1001378,2011,other,41.2908,-79.8061
1001379,2011,other,39.3092,-91.5369
1001380,2011,other,41.8287,-89.4054
1001381,2011,other,39.2794,-88.4772
1001382,2011,other,39.7139,-83.1778
1001383,2011,other,39.7286,-84.2106
1001384,2011,other,41.4297,-87.6187
1001388,2011,other,32.925488,-96.816137
1001389,2011,other,32.92548,-96.81613
1001390,2011,other,32.92548,-96.81613
1001391,2011,other,32.925488,-96.816137
1001392,2011,other,32.911,-84.3059
1001393,2011,other,42.2488,-84.3767
1001394,2011,other,32.6514,-86.7386
1001396,2011,other,38.3681,-82.5339
1001397,2011,other,41.8151,-88.2265
1001398,2011,other,32.925488,-96.816137
1001399,2011,other,33.3417,-112.8897
1001400,2011,other,38.6281,-104.7069
1001401,2011,other,36.6644,-82.1044
1001402,2011,other,32.925488,-96.816137
1001403,2011,other,39.2499,-91.6444
1001404,2011,top10_other,43.6576,-70.3772
1001405,2011,other,33.6157,-114.6865
1001406,2011,other,42.3231,-86.2925
1001407,2011,top10_other,40.1464,-74.7406
1001408,2011,top10_other,29.7189,-95.2319
1001409,2011,other,31.3869,-84.0819
1001410,2011,other,42.2417,-70.9653
1001412,2011,other,31.0069,-88.0103
1001414,2011,other,33.2442,-86.4567
1001417,2011,other,37.8824,-84.1025
1001418,2011,other,31.4858,-87.9106
1001419,2011,other,35.4159,-108.082
1001420,2011,other,37.9306,-100.9725
1001421,2011,other,34.9394,-110.3033
1001422,2011,other,33.4417,-112.1583
1001423,2011,other,32.5517,-111.3
1001424,2011,other,32.7214,-114.7097
1001425,2011,other,32.16,-110.9047
1001427,2011,other,33.3692,-80.1119
1001428,2011,other,36.1906,-95.2889
1001432,2011,other,34.4341,-92.9046
1001433,2011,other,35.4617,-93.8053
1001435,2011,other,46.1403,-122.9842
1001436,2011,other,45.8114,-120.833
1001437,2011,other,20.896806,-156.462889
1001438,2011,other,20.801363,-156.49269
1001440,2011,other,36.8042,-121.7775
1001444,2011,other,33.7688,-118.1009
1001447,2011,other,33.6436,-117.9788
1001449,2011,other,34.1292,-119.1689
1001450,2011,other,33.8504,-118.395
1001451,2011,other,34.0836,-117.2408
1001453,2011,other,41.4947,-88.125
1001454,2011,other,32.8022,-115.54
1001455,2011,other,33.7691,-118.2662
1001456,2011,other,33.9175,-118.4258
1001457,2011,other,34.2481,-118.3903
1001459,2011,other,34.1256,-118.1474
1001462,2011,other,38.2081,-104.5747
1001463,2011,other,40.0195,-105.202
1001465,2011,other,38.8244,-104.8331
1001466,2011,other,40.4856,-107.185
1001469,2011,other,41.4281,-72.1019
1001472,2011,other,28.4836,-81.1686
1001477,2011,top10_other,39.7372,-75.5033
1001478,2011,other,38.5857,-75.2341
1001481,2011,other,39.1792,-76.5383
1001483,2011,other,26.6967,-81.7831
1001484,2011,other,26.0856,-80.1253
1001485,2011,other,26.7653,-80.0528
1001487,2011,other,28.9594,-82.7003
1001489,2011,other,27.8613,-82.6012
1001490,2011,other,30.3764,-83.1806
1001491,2011,other,30.2689,-85.7003
1001492,2011,other,27.7944,-82.4036
1001495,2011,other,29.7586,-82.3883
1001496,2011,other,29.6467,-82.3219
1001497,2011,other,30.3644,-81.6236
1001498,2011,other,30.4172,-81.5525
1001499,2011,other,28.0491,-81.9238
1001500,2011,other,28.0809,-81.9256
1001501,2011,other,30.1619,-84.2014
1001505,2011,other,34.1256,-84.9192
1001508,2011,other,33.8244,-84.475
1001511,2011,other,33.4622,-84.8986
1001513,2011,other,36.7205,-97.0868
1001515,2011,other,37.6578,-89.5119
1001519,2011,other,41.4947,-88.125
1001520,2011,top10_other,39.5906,-89.4964
1001521,2011,other,40.5408,-89.6786
1001522,2011,other,42.3833,-87.8133
1001528,2011,other,38.6642,-90.1764
1001529,2011,other,39.7539,-89.6011
1001530,2011,other,37.6206,-88.955
1001531,2011,other,38.7383,-85.4192
1001533,2011,other,39.7119,-86.1975
1001534,2011,other,39.4851,-86.4176
1001535,2011,other,39.7622,-86.1667
1001536,2011,other,38.5267,-87.2525
1001539,2011,other,41.7203,-86.9097
1001540,2011,other,39.9239,-87.4272
1001541,2011,other,38.8067,-87.2472
1001542,2011,other,40.0969,-85.9714
1001544,2011,other,37.91,-87.3267
1001548,2011,other,41.9439,-91.6386
1001549,2011,other,42.0472,-92.8627
1001551,2011,other,41.18,-95.8408
1001552,2011,other,19.70467,-155.06314
1001553,2011,other,40.7412,-91.1168
1001555,2011,other,19.6316,-155.0312
1001556,2011,other,42.5267,-92.4394
1001557,2011,other,19.720815,-156.032477
1001558,2011,other,47.191058,-98.42561
1001559,2011,other,42.46915,-91.55145
1001560,2011,other,41.592546,-89.784245
1001562,2011,other,40.251278,-74.267417
1001563,2011,other,40.34361,-80.60667
1001564,2011,other,41.3917,-91.0569
1001568,2011,other,39.20588,-76.55933
1001570,2011,other,43.1606,-95.2569
1001572,2011,other,37.1611,-100.7619
1001573,2011,other,37.7328,-99.9497
1001575,2011,other,37.0719,-94.6986
1001579,2011,other,37.7889,-84.7139
1001580,2011,other,37.0456,-95.6076
1001581,2011,other,40.602435,-73.762495
1001582,2011,other,35.15187,-80.83978
1001583,2011,other,35.15187,-80.83978
1001585,2011,other,38.2147,-85.8453
1001586,2011,other,37.9703,-100.8956
1001587,2011,other,38.1707,-82.6176
1001588,2011,other,34.455,-92.900278
1001589,2011,other,35.535,-98.099
1001595,2011,other,21.377625,-157.76796
1001598,2011,other,37.1517,-88.775
1001600,2011,other,37.6467,-87.5033
1001602,2011,other,30.2861,-93.2917
1001603,2011,other,30.8442,-92.2606
1001604,2011,other,29.8223,-91.5427
1001605,2011,other,30.0033,-90.4611
1001606,2011,other,29.9472,-90.1458
1001609,2011,other,32.5181,-93.7611
1001610,2011,other,32.7047,-93.9597
1001612,2011,other,42.3251,-96.3797
1001614,2011,other,46.88357,-96.86716
1001615,2011,other,43.75,-70.1569
1001618,2011,other,47.413883,-93.062672
1001619,2011,other,41.44574,-82.12005
1001620,2011,other,41.620389,-87.170278
1001621,2011,other,47.565,-92.6328
1001622,2011,other,40.240941,-118.360491
1001623,2011,other,43.94974,-117.372147
1001624,2011,other,39.821844,-84.169259
1001626,2011,other,35.15927,-106.55982
1001627,2011,other,35.0639,-78.87082
1001628,2011,top10_other,70.286333,-148.43397
1001629,2011,other,38.055905,-122.214441
1001633,2011,other,33.6845,-86.2525
1001634,2011,other,36.1199,-97.088842
1001635,2011,other,36.6526,-98.7673
1001636,2011,other,30.81425,-83.35981
1001637,2011,other,42.14,-89.085
1001638,2011,other,31.502598,-101.911987
1001639,2011,other,38.324402,-87.205988
1001640,2011,other,46.6054,-92.38528
1001642,2011,other,38.189241,-83.542615
1001643,2011,other,41.29914,-78.66866
1001644,2011,other,39.26178,-79.42836
1001646,2011,other,45.04799,-122.9622
1001649,2011,top10_other,70.320033,-148.500179
1001650,2011,top10_other,70.320628,-148.52129
1001651,2011,top10_other,70.275827,-148.664928
1001652,2011,top10_other,42.93948,-76.11411
1001654,2011,top10_other,31.730937,-90.046656
1001655,2011,top10_other,30.81735,-90.17873
1001656,2011,top10_other,32.151611,-88.843889
1001657,2011,top10_other,31.98741,-81.04973
1001658,2011,top10_other,41.8504,-77.99874
1001659,2011,top10_other,35.84655,-87.443085
1001660,2011,top10_other,40.6217,-81.0463
1001661,2011,top10_other,42.766734,-74.461355
1001662,2011,other,32.43442,-95.36285
1001663,2011,other,44.24073,-86.31005
1001664,2011,other,40.24534,-81.86284
1001665,2011,other,40.199753,-111.631752
1001666,2011,other,30.05509,-90.83084
1001667,2011,other,34.158675,-118.992159
1001668,2011,other,26.591074,-80.192436
1001669,2011,other,40.99341,-80.34696
1001672,2011,other,40.99318,-80.34704
1001673,2011,other,41.841555,-79.27005
1001675,2011,other,40.43921,-86.8601
1001677,2011,other,40.483359,-99.077224
1001678,2011,other,39.74025,-94.846817
1001680,2011,other,35.258611,-101.642222
1001682,2011,other,40.286162,-107.053943
1001684,2011,other,38.33833,-87.43099
1001687,2011,other,37.274127,-83.239034
1001688,2011,other,31.214868,-89.284725
1001689,2011,other,34.98533,-112.37044
1001695,2011,other,38.02152,-84.25715
1001699,2011,other,33.36792,-79.29486
1001701,2011,other,37.797162,-95.431386
1001703,2011,other,41.296667,-91.356944
1001704,2011,other,37.581667,-97.425278
1001705,2011,other,27.887484,-97.232926
