GHGRP FACILITY ID,PRIMARY_OPERATOR
1005658.0,CALIFORNIA DAIRIES INC
1005659.0,CALIFORNIA DAIRIES INC
1005660.0,COMMONWEALTH OF VIRGINIA
1005661.0,ARCHER DANIELS MIDLAND CO
1005662.0,MITSUBISHI CEMENT CORP
1005663.0,NATIONAL FUEL GAS CO
1005665.0,CITY OF PORT ARTHUR
1005667.0,INDIANA MUNICIPAL POWER AGENCY
1005668.0,FORD MOTOR CO
1005671.0,NRG ENERGY INC
1005672.0,ALLIANT ENERGY CORP
1005673.0,ECOMAINE
1005674.0,AVANGRID INC
1005675.0,JX NIPPON OIL & ENERGY USA INC
1005677.0,PEPSICO INC
1005678.0,PHILLIPS 66
1005679.0,US GOVERNMENT
1005680.0,JEFFERSON COUNTY ALABAMA
1005683.0,SIOUXLAND ETHANOL LLC
1005684.0,ENERGY TRANSFER LP
1005686.0,SEABOARD CORP
1005687.0,ENERGY TRANSFER LP
1005688.0,ENERGY TRANSFER LP
1005691.0,ENERGY TRANSFER LP
1005693.0,ENERGY TRANSFER LP
1005694.0,CARGILL INC
1005695.0,SUMMIT COUNTY COLORADO
1005696.0,ENERGY TRANSFER LP
1005697.0,600 LAND INC
1005699.0,THE UNIVERSITY OF NORTH CAROLINA
1005700.0,NUCOR CORP
1005701.0,CITY OF LANCASTER OHIO
1005702.0,OGLETHORPE POWER CORP
1005703.0,SUMMIT UTILITIES INC
1005705.0,Enbridge (US) Inc
1005706.0,DOMTAR CORP
1005707.0,AMALGAMATED SUGAR CO OREGON COOPERATIVE CORP
1005709.0,"LS Power Development, LLC"
1005710.0,COVANTA HOLDING CORP
1005711.0,TANADGUSIX CORP
1005712.0,AMALGAMATED SUGAR CO
1005713.0,NRG ENERGY INC
1005714.0,NRG ENERGY INC
1005715.0,COVANTA HOLDING CORP
1005716.0,RAIN CII CARBON LLC
1005717.0,RIVER BIRCH LLC
1005718.0,STATE OF MARYLAND
1005721.0,ARKEMA DELAWARE INC
1005722.0,ENERGY TRANSFER LP
1005723.0,UTILITIES BOARD OF THE CITY OF TRUSSVILLE ALABAMA
1005725.0,POTTERS INTERMEDIATE HOLDINGS LP
1005726.0,ENERGY TRANSFER LP
1005727.0,POET LLC
1005729.0,OK TITLE CLEARING
1005730.0,REPUBLIC SERVICES INC
1005731.0,PITTSFIELD GENERATING CO LP
1005732.0,CROWN PAPER GROUP INC
1005733.0,DELAWARE COUNTY PENNSYLVANIA
1005734.0,O'BRIEN INDUSTRIAL HOLDING LLC
1005736.0,HILCORP ENERGY CO
1005737.0,ARCLIGHT ENERGY PARTNERS FUND VII LP
1005738.0,INTERNATIONAL PAPER CO
1005739.0,PHILLIPS 66
1005742.0,HANSON LEHIGH INC
1005743.0,TOTAL HOLDINGS USA INC
1005745.0,SAINT-GOBAIN CORP
1005746.0,TYSON FOODS INC
1005747.0,LIBERTY UTILITIES CO
1005751.0,AMERICAN CRYSTAL SUGAR CO
1005752.0,METALS RECOVERY HOLDINGS LLC
1005753.0,AMERICAN CRYSTAL SUGAR CO
1005754.0,PCM US STEERING HOLDING LLC
1005755.0,SCHNITZER STEEL INDUSTRIES INC
1005758.0,MICHIGAN SUGAR CO
1005759.0,CREE INC
1005761.0,CONSOL ENERGY INC
1005766.0,DYNO NOBEL
1005768.0,WESTROCK CO
1005769.0,HOLLYFRONTIER CORP
1005770.0,AUX SABLE LIQUID PRODUCTS LP
1005771.0,CLARKE-MOBILE COUNTIES GAS DISTRICT
1005772.0,SAINT-GOBAIN CORP
1005773.0,BELDEN HOLDING & ACQUISITION INC
1005777.0,NUCOR CORP
1005778.0,CITY OF CHANUTE KANSAS
1005779.0,ENLINK MIDSTREAM LLC
1005780.0,CAMPBELL SOUP CO
1005781.0,ALYESKA PIPELINE SERVICE CO
1005782.0,CITY OF WHITTIER
1005784.0,NATIONAL GRID USA
1005787.0,GIBSON COUNTY UTILITY DISTRICT
1005788.0,CF INDUSTRIES HOLDINGS INC
1005789.0,CONOCOPHILLIPS
1005790.0,IKAV Impact USA Inc
1005791.0,VALERO ENERGY CORP
1005795.0,UNITED PROPERTIES CORP
1005798.0,CORDIA LLC
1005799.0,SEPG MGA LLC
1005801.0,ARKANSAS STEEL ASSOCIATES LLC
1005802.0,CITY OF AMES IOWA
1005803.0,ALLEGIANCE REFINING LLC
1005804.0,BERKSHIRE HATHAWAY INC
1005805.0,BERKSHIRE HATHAWAY INC
1005806.0,BERKSHIRE HATHAWAY INC
1005807.0,OGLETHORPE POWER CORP
1005808.0,AMERICAN CONSOLIDATED NATURAL RESOURCES INC
1005809.0,AIR PRODUCTS & CHEMICALS INC
1005810.0,AUCILLA AREA SOLID WASTE ADMINISTRATION
1005812.0,PILOT CORP
1005813.0,CARGILL INC
1005814.0,BEFESA ZINC US INC
1005815.0,ENERGY TRANSFER LP
1005816.0,ENERGY TRANSFER LP
1005817.0,THE MOSAIC CO
1005818.0,CRESTWOOD EQUITY PARTNERS LP
1005820.0,WASTE MANAGEMENT INC
1005821.0,WASTE MANAGEMENT INC
1005822.0,GREAT POINT POWER LLC
1005823.0,SASOL USA CORP
1005824.0,CARDINAL GLASS INDUSTRIES INC
1005825.0,CLEVELAND COUNTY HEALTH DEPARTMENT
1005826.0,ALPHAPET INC
1005828.0,GRAYMONT INC
1005830.0,US GOVERNMENT
1005831.0,US GOVERNMENT
1005832.0,NUCOR CORP
1005834.0,WASTE MANAGEMENT INC
1005835.0,ARCOSA INC
1005838.0,NEENAH INC
1005839.0,SOLID WASTE DISPOSAL AUTHORITY
1005840.0,RICHMOND SANITARY DISTRICT
1005841.0,CHICAGO DEPARTMENT OF AVIATION
1005844.0,COUNTY OF EAGLE COLORADO
1005846.0,ENERGY TRANSFER LP
1005848.0,RAIN CII CARBON LLC
1005849.0,EMERALD LAKE CAPITAL MANAGEMENT
1005850.0,BASF CORP
1005851.0,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION
1005852.0,AIR PRODUCTS & CHEMICALS INC
1005853.0,POET LLC
1005855.0,MARTIN MARIETTA MATERIALS INC
1005856.0,ENERGY TRANSFER LP
1005857.0,DUKE ENERGY CORP
1005858.0,DEVON ENERGY CORP
1005860.0,EAST CENTRAL SOLID WASTE COMMISSION
1005862.0,NORTHROP GRUMMAN CORP
1005864.0,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE
1005865.0,CITY OF PALO ALTO CALIFORNIA
1005866.0,KRATON CORP
1005867.0,LSB CHEMICAL LLC
1005868.0,UNIVERSITY OF CHICAGO
1005870.0,COVANTA HOLDING CORP
1005871.0,US GOVERNMENT
1005872.0,B BRAUN MEDICAL US
1005873.0,FREDERICK COUNTY BOARD OF COUNTY COMMISSIONERS
1005874.0,HOLCIM PARTICIPATIONS (US) INC
1005876.0,LAKE APOPKA NATURAL GAS DISTRICT (INC)
1005878.0,COUNTY OF LAKE OHIO
1005879.0,HUNT CRUDE OIL SUPPLY CO LLC
1005880.0,BMW (US) HOLDING CORP
1005883.0,ENERGY TRANSFER LP
1005884.0,ALASKA UTILITY HOLDINGS INC
1005886.0,HAWAIIAN ELECTRIC INDUSTRIES INC
1005887.0,CRESTWOOD EQUITY PARTNERS LP
1005891.0,REPUBLIC SERVICES INC
1005892.0,REPUBLIC SERVICES INC
1005893.0,REPUBLIC SERVICES INC
1005894.0,REPUBLIC SERVICES INC
1005895.0,CITY OF TYLER
1005897.0,ENERGY TRANSFER LP
1005898.0,REPUBLIC SERVICES INC
1005899.0,COUNTRYMARK COOPERATIVE HOLDING CORP
1005900.0,REPUBLIC SERVICES INC
1005903.0,CHEVRON USA INC
1005905.0,ATLANTIC POWER CORP
1005906.0,GLASS ENERGY CO INC
1005907.0,NEW DALTON HOLDINGS CORP
1005909.0,INTERNATIONAL PAPER CO
1005911.0,SHELL PETROLEUM INC
1005913.0,NEW YORK POWER AUTHORITY
1005914.0,HUMPHREYS COUNTY UTILITY DISTRICT (INC)
1005915.0,CARDINAL GLASS INDUSTRIES INC
1005916.0,GFL ENVIRONMENTAL HOLDINGS (US) INC
1005918.0,JMC STEEL GROUP
1005919.0,KNAUF INSULATION
1005920.0,HILLSBOROUGH COUNTY PUBLIC UTILITIES DEPARTMENT
1005921.0,OGLETHORPE POWER CORP
1005924.0,DYNO NOBEL
1005925.0,CENTERPOINT ENERGY INC
1005926.0,BERKSHIRE HATHAWAY INC
1005928.0,CITY OF LOVELAND COLORADO
1005929.0,GRANITE FALLS ENERGY LLC
1005930.0,NAN YA PLASTICS CORP AMERICA
1005935.0,ARCHER DANIELS MIDLAND CO
1005937.0,US GOVERNMENT
1005938.0,NEW-INDY JV CORP
1005939.0,RAIN CII CARBON LLC
1005940.0,ARCHER DANIELS MIDLAND CO
1005941.0,LINDE INC
1005944.0,WASHINGTON MILLS GROUP INC
1005947.0,GLENCOE CAPITAL
1005948.0,KOCH INDUSTRIES INC
1005949.0,ARIZONA ELECTRIC POWER COOPERATIVE INC
1005950.0,BAVARIAN TRUCKING CO INC
1005953.0,TRANSCANADA PIPELINE USA LTD
1005956.0,KOCH INDUSTRIES INC
1005958.0,TRANSCANADA PIPELINE USA LTD
1005959.0,DOMTAR CORP
1005960.0,QUAD COUNTY CORN PROCESSORS
1005963.0,SOUTHERN UTE INDIAN TRIBE
1005964.0,GOLDEN TRIANGLE REGIONAL SOLID WASTE MANAGEMENT AUTHORITY
1005965.0,ENLINK MIDSTREAM LLC
1005966.0,MARATHON PETROLEUM CORP
1005967.0,SPIRE INC
1005969.0,MARATHON PETROLEUM CORP
1005970.0,GREIF INC
1005973.0,CITY OF GLASGOW KENTUCKY
1005976.0,NUCOR CORP
1005977.0,ARDAGH GLASS INC
1005978.0,EAGLE MATERIALS INC
1005979.0,NEWMAN & CO
1005984.0,CORNING INC
1005985.0,GFL ENVIRONMENTAL HOLDINGS (US) INC
1005986.0,KINDER MORGAN INC
1005987.0,SUMMIT MATERIALS INC
1005988.0,TATE & LYLE INGREDIENTS AMERICAS LLC
1005989.0,THE WILLIAMS COS INC
1005990.0,CATERPILLAR INC
1005991.0,AHLSTROM-MUNKSJO NORTH AMERICA SPECIALTY SOLUTIONS LLC
1005992.0,PHILLIPS 66
1005994.0,DOMTAR CORP
1005995.0,TALEN ENERGY CORP
1005996.0,ARCLIGHT ENERGY PARTNERS FUND VII LP
1005997.0,ARCTIC SLOPE REGIONAL CORP
1005998.0,KOCH INDUSTRIES INC
1006000.0,US GOVERNMENT
1006002.0,KYOWA HAKKO USA INC
1006005.0,CF INDUSTRIES HOLDINGS INC
1006006.0,SHOWA DENKO CARBON INC
1006007.0,POET LLC
1006008.0,US SUGAR CORP
1006009.0,ABB LTD
1006010.0,FORMOSA PLASTICS CORP USA
1006011.0,ROCHDALE VILLAGE INC
1006012.0,PHILLIPS 66
1006013.0,TOP GUN INVESTMENT CORP II
1006015.0,QUIKRETE
1006016.0,LNG FREEPORT DEVELOPMENT LP
1006019.0,POTTERS INTERMEDIATE HOLDINGS LP
1006021.0,CASELLA WASTE SYSTEMS INC
1006022.0,BIG RIVER RESOURCES LLC
1006024.0,CITY OF DULUTH MINNESOTA
1006025.0,ROME-FLOYD COUNTY SOLID WASTE COMMISSION
1006026.0,CITY OF FT SMITH ARKANSAS
1006028.0,CITY OF BIRMINGHAM ALABAMA
1006030.0,POET LLC
1006032.0,SKY QUARRY INC
1006033.0,COUNTY OF OLMSTED MINNESOTA
1006036.0,CARROLL COUNTY SOLID WASTE MANAGEMENT COMMISSION
1006037.0,KOCH INDUSTRIES INC
1006038.0,COVANTA HOLDING CORP
1006039.0,MARATHON PETROLEUM CORP
1006040.0,CPN MANAGEMENT LP
1006041.0,US STEEL CORP
1006042.0,KINDER MORGAN INC
1006043.0,HPC HOLDINGS INC
1006044.0,REPUBLIC SERVICES INC
1006045.0,AIP LLC
1006046.0,WR GRACE & CO
1006047.0,ARCHER DANIELS MIDLAND CO
1006048.0,NEW-INDY CONTAINERBOARD LLC
1006049.0,PUTNAM COUNTY BOCC
1006050.0,O-I GLASS INC
1006051.0,USG CORP
1006052.0,KIMBERLY-CLARK CORP
1006053.0,O-I GLASS INC
1006054.0,AG PROCESSING INC A COOPERATIVE
1006055.0,STERLING ETHANOL LLC
1006056.0,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY GEORGIA
1006058.0,USG CORP
1006060.0,ARDAGH GLASS INC
1006061.0,KIMBERLY-CLARK CORP
1006062.0,VALERO ENERGY CORP
1006063.0,CARGILL INC
1006064.0,WASTE CONNECTIONS INC
1006065.0,KIMBERLY-CLARK CORP
1006068.0,EXXON MOBIL CORP
1006069.0,OMAHA PUBLIC POWER DISTRICT
1006070.0,HONEYWELL INTERNATIONAL INC
1006073.0,ROWAN UNIVERSITY
1006074.0,EQUINOR US HOLDINGS INC
1006075.0,THE COLLEGE OF NEW JERSEY
1006077.0,SUMMIT MATERIALS INC
1006078.0,HUSKY MARKETING & SUPPLY CO
1006080.0,ARCHER DANIELS MIDLAND CO
1006081.0,DARLING INGREDIENTS INC
1006082.0,SAINT-GOBAIN CORP
1006083.0,"CCI GNS Holdings, LLC"
1006084.0,POET LLC
1006085.0,Vistra Corp
1006088.0,WASTE MANAGEMENT INC
1006089.0,CITY OF LOS ANGELES CALIFORNIA
1006090.0,WASTE MANAGEMENT INC
1006093.0,MICHELIN NORTH AMERICA INC
1006096.0,COUNTY OF DANE PUTLIC WORKS SOLID WASTE DIV
1006097.0,CITY OF LOS ANGELES CALIFORNIA
1006098.0,ASSOCIATED ELECTRIC COOPERATIVE INC
1006099.0,PHILLIPS 66
1006100.0,DYNO NOBEL
1006101.0,DISTRICT ENERGY ST PAUL INC
1006103.0,COUNTY OF ERIE OHIO
1006104.0,PACIFIC COAST PRODUCERS
1006105.0,HAWAIIAN ELECTRIC INDUSTRIES INC
1006107.0,CITY OF LOS ANGELES CALIFORNIA
1006108.0,PACIFIC COAST BUILDING PRODUCTS INC
1006109.0,Enbridge (US) Inc
1006110.0,RC LONESTAR INC
1006111.0,ANHEUSER-BUSCH COS LLC
1006112.0,RC LONESTAR INC
1006114.0,POET LLC
1006115.0,AMERICAN AIR LIQUIDE HOLDINGS INC
1006116.0,ASSOCIATED ELECTRIC COOPERATIVE INC
1006119.0,COUNTY OF NEW HANOVER NORTH CAROLINA
1006120.0,LYONDELLBASELL INDUSTRIES INC
1006121.0,JBA USA HOLDINGS LLC
1006122.0,DCP MIDSTREAM LP
1006123.0,USG CORP
1006127.0,CITY OF PALO ALTO CALIFORNIA
1006130.0,Enbridge (US) Inc
1006131.0,PHILLIPS 66
1006132.0,WASTE MANAGEMENT INC
1006135.0,REPUBLIC SERVICES INC
1006136.0,HEIDELBERG MATERIALS US CEMENT LLC
1006138.0,UNITED ETHANOL LLC
1006139.0,BEAR MOUNTAIN LTD
1006140.0,RENO COUNTY KANSAS
1006141.0,HOMELAND ENERGY SOLUTIONS LLC
1006142.0,CYTEC INDUSTRIES INC
1006143.0,Enbridge (US) Inc
1006144.0,NUCOR CORP
1006145.0,THE CHEMOURS CO
1006146.0,US GOVERNMENT
1006147.0,ANHEUSER-BUSCH COS LLC
1006148.0,W&T OFFSHORE INC
1006150.0,US GOVERNMENT
1006151.0,BERKSHIRE HATHAWAY INC
1006152.0,BERKSHIRE HATHAWAY INC
1006153.0,GREAT RIVER REGIONAL WASTE AUTHORITY
1006154.0,BERKSHIRE HATHAWAY INC
1006155.0,MOUNTAIRE CORP
1006156.0,BERKSHIRE HATHAWAY INC
1006158.0,CONSOLIDATED EDISON INC
1006159.0,SUNCOKE ENERGY INC
1006162.0,HECLA GREENS CREEK MINE
1006163.0,ENERGY TRANSFER LP
1006164.0,ARGOS PUERTO RICO CORP
1006170.0,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTHORITY
1006173.0,COUNTY OF HAWAII
1006174.0,AIM Development USA LLC
1006175.0,TERRA-GEN POWER LLC
1006176.0,WASTE MANAGEMENT INC
1006177.0,COVANTA HOLDING CORP
1006178.0,CITY OF ANN ARBOR MICHIGAN
1006179.0,REPUBLIC SERVICES INC
1006182.0,REPUBLIC SERVICES INC
1006183.0,GFL ENVIRONMENTAL HOLDINGS (US) INC
1006184.0,ONEOK INC
1006185.0,GCC OF AMERICA INC
1006186.0,COFFEE COUNTY COMMISSION
1006187.0,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY
1006189.0,CHEVRON CORP
1006193.0,PIXELLE SPECIALTY SOLUTIONS INC
1006197.0,REPUBLIC SERVICES INC
1006199.0,ARIZONA STATE UNIVERSITY
1006201.0,REPUBLIC SERVICES INC
1006202.0,SAINT-GOBAIN CORP
1006203.0,CONESTOGA ENERGY HOLDINGS LLC
1006204.0,WASTE MANAGEMENT INC
1006205.0,INDECK ENERGY SERVICES INC
1006206.0,NATURESWEET USA LLC
1006207.0,FOREST PRESERVE DISTRICT OF DU
1006208.0,ARCHER DANIELS MIDLAND CO
1006209.0,INTERNATIONAL PAPER CO
1006210.0,LAFAYETTE CITY PARISH CONSOLIDATED GOVERNMENT
1006211.0,POTTERS INTERMEDIATE HOLDINGS LP
1006212.0,EAGLE MATERIALS INC
1006213.0,DARLING INGREDIENTS INC
1006214.0,BRASKEM AMERICA INC
1006215.0,SAN DIEGO COUNTY DEPARTMENT OF PUBLIC WORKS
1006216.0,MERCED REGIONAL WASTE MANAGEMENT AUTHORITY
1006218.0,MERCED COUNTY REGIONAL WASTE MANAGEMENT AUTHORITY
1006219.0,OKLAHOMA ENVIRONMENTAL MANAGEMENT AUTHORITY LLC
1006221.0,COUNTY OF SANTA CRUZ DEPARTMENT OF PUBLIC WORKS
1006223.0,REPUBLIC SERVICES INC
1006224.0,CITY OF FORT WORTH TEXAS
1006225.0,ENERGY TRANSFER LP
1006227.0,FOUR S OIL CO INC
1006228.0,MUNICIPALITY OF SALINAS
1006229.0,WASTE MANAGEMENT INC
1006230.0,CITY OF KINGS MOUNTAIN NORTH CAROLINA
1006231.0,SPANGLER COMPANIES INC
1006232.0,BERKSHIRE HATHAWAY INC
1006234.0,HEIDELBERG MATERIALS US CEMENT LLC
1006236.0,EMORY UNIVERSITY
1006238.0,ST LANDRY PARISH WASTE DISPOSAL DISTRICT
1006242.0,NUTRIEN US CORP A INC
1006243.0,MOHAWK INDUSTRIES INC
1006245.0,VALERO ENERGY CORP
1006246.0,THE PENNSYLVANIA STATE UNIVERSITY
1006247.0,GREER INDUSTRIES INC
1006248.0,SPANGLER COMPANIES INC
1006251.0,WASTE MANAGEMENT INC
1006252.0,REPUBLIC SERVICES INC
1006253.0,HITACHI METALS AMERICA LTD
1006255.0,ENERGY TRANSFER LP
1006256.0,PACKAGING CORP OF AMERICA
1006257.0,WASTE CONNECTIONS US INC
1006258.0,CARGILL INC
1006259.0,INEOS USA LLC
1006260.0,WASTE MANAGEMENT INC
1006261.0,KEYSTONE SANITARY LANDFILL INC
1006262.0,SYLVAMO NORTH AMERICA LLC
1006263.0,CARMEUSE LIME INC
1006264.0,INEOS USA LLC
1006265.0,PG&E CORP
1006267.0,WHEELABRATOR TECHNOLOGIES HOLDINGS INC
1006268.0,ALTRIA GROUP INC
1006269.0,LEGGETT & PLATT INC
1006270.0,EXXON MOBIL CORP
1006273.0,POST HOLDINGS INC
1006274.0,EXXON MOBIL CORP
1006275.0,KOCH INDUSTRIES INC
1006276.0,CITY OF ALBANY NEW YORK
1006277.0,BUREAU OF LAND MANAGEMENT
1006279.0,NEWTON COUNTY BOARD OF COMMISSIONERS
1006280.0,CITY OF PHOENIX ARIZONA
1006281.0,DAIMLER TRUCKS NORTH AMERICA LLC
1006282.0,WHEELABRATOR TECHNOLOGIES HOLDINGS INC
1006283.0,RHODE ISLAND RESOURCE RECOVERY CORP
1006285.0,REPUBLIC SERVICES INC
1006286.0,CITY OF CHATTANOOGA TENNESSEE
1006287.0,CSRC USA CORP
1006289.0,REPUBLIC SERVICES INC
1006290.0,CORDIA LLC
1006291.0,NORTH TEXAS MUNICIPAL WATER DISTRICT
1006292.0,COUNTY OF MIAMI-DADE FLORIDA
1006293.0,SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV
1006296.0,GLANBIA INC
1006297.0,SUMMIT UTILITIES INC
1006299.0,CITY OF DUBLIN GEORGIA
1006300.0,REPUBLIC SERVICES INC
1006301.0,PHILLIPS 66
1006302.0,REPUBLIC SERVICES INC
1006303.0,REPUBLIC SERVICES INC
1006304.0,REPUBLIC SERVICES INC
1006306.0,GERE PROPERTIES LLC
1006307.0,TRANSWORLD OIL USA INC
1006310.0,PHILLIPS 66
1006312.0,MICHIGAN SUGAR CO
1006313.0,CLARION INDUSTRIES INC
1006314.0,THE CHEMOURS CO
1006315.0,PLAINS GP HOLDINGS LP
1006316.0,ONEOK INC
1006317.0,ENERGY TRANSFER LP
1006319.0,MINN-DAK FARMERS COOPERATIVE
1006321.0,M6 Midstream LLC
1006322.0,CORRAL DE PIEDRA LAND CO
1006324.0,GENESIS ENERGY LP
1006325.0,CLEVELAND-CLIFFS INC
1006328.0,WASTE MANAGEMENT INC
1006332.0,BERKSHIRE HATHAWAY INC
1006340.0,PRAIRIE LAKES MUNICIPAL SOLID WASTE AUTHORITY
1006341.0,NUCOR CORP
1006342.0,ENTERPRISE PRODUCTS PARTNERS LP
1006343.0,MICHIGAN SUGAR CO
1006344.0,CITY OF WAYNESBORO VIRGINIA
1006347.0,HORMEL FOODS CORP
1006348.0,REPUBLIC SERVICES INC
1006350.0,CITY OF AMARILLO TEXAS
1006351.0,THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY
1006354.0,AMERICAN CRYSTAL SUGAR CO
1006356.0,JBA USA HOLDINGS LLC
1006358.0,WASTE CONNECTIONS US INC
1006359.0,GRAFTECH INTERNATIONAL LTD
1006360.0,NIPPON PAPER INDUSTRIES CO LTD
1006361.0,SANOFI PASTEUR INC
1006362.0,CARMEUSE LIME INC
1006363.0,GCC OF AMERICA INC
1006364.0,GREEN PLAINS INC
1006366.0,ND PAPER LLC
1006367.0,PACKAGING CORP OF AMERICA
1006368.0,TRANSCANADA PIPELINE USA LTD
1006369.0,WHEELABRATOR TECHNOLOGIES HOLDINGS INC
1006370.0,BASIN ELECTRIC POWER COOPERATIVE
1006371.0,GENERAL MOTORS CO
1006373.0,ENLINK MIDSTREAM LLC
1006374.0,BERKSHIRE HATHAWAY INC
1006375.0,BERKSHIRE HATHAWAY INC
1006376.0,BERKSHIRE HATHAWAY INC
1006377.0,PRATT INDUSTRIES INC
1006378.0,FREEPORT-MCMORAN INC
1006379.0,DOMINION ENERGY INC
1006383.0,RUMPKE CONSOLIDATED COS INC
1006384.0,DETROIT THERMAL LLC
1006385.0,Enbridge (US) Inc
1006386.0,ENTERPRISE PRODUCTS PARTNERS LP
1006387.0,BLACK HILLS CORP
1006388.0,MARATHON PETROLEUM CORP
1006389.0,SOLID WASTE AUTHORITY OF PALM BEACH COUNTY FLORIDA
1006390.0,EDGEBORO INC
1006391.0,US STEEL CORP
1006392.0,PIONEER NATURAL RESOURCES CO
1006395.0,PHILLIPS 66
1006397.0,VITRO FLAT GLASS LLC
1006398.0,NISOURCE INC
1006402.0,AIR PRODUCTS & CHEMICALS INC
1006403.0,"LS Power Development, LLC"
1006405.0,IKAV Impact USA Inc
1006407.0,PHILLIPS 66
1006408.0,ARCLIGHT ENERGY PARTNERS FUND VII LP
1006409.0,ALGONQUIN POWER WINDSOR LOCKS LLC
1006412.0,AMALGAMATED SUGAR CO OREGON COOPERATIVE CORP
1006416.0,EXXON MOBIL CORP
1006417.0,NORTHERN UTAH ENVIRONMENTAL RESOURCE AGENCY
1006418.0,WASTE MANAGEMENT INC
1006421.0,CITY OF LEBANON NEW HAMPSHIRE
1006423.0,WESTROCK CO
1006424.0,MIDWEST NATURAL GAS CORP
1006425.0,CARGILL INC
1006426.0,POWERSOUTH ENERGY COOPERATIVE
1006429.0,WEC Energy Group Inc
1006430.0,AMERICAN AIR LIQUIDE HOLDINGS INC
1006431.0,TEXAS PETROLEUM INVESTMENT CO
1006434.0,PG&E CORP
1006435.0,CABOT CORP
1006440.0,Enbridge (US) Inc
1006443.0,POWERSOUTH ENERGY COOPERATIVE
1006444.0,DELEK US HOLDINGS INC
1006445.0,CONAGRA BRANDS INC
1006446.0,ARIZONA BOARD OF REGENTS
1006447.0,DEL MONTE FOODS INC
1006448.0,THE INTERNATIONAL GROUP INC
1006449.0,SAINT-GOBAIN CORP
1006450.0,RC LONESTAR INC
1006451.0,PORT HAMILTON REFINING & TRANSPORTATION LLLP
1006452.0,MASSACHUSETTS PORT AUTHORITY
1006453.0,SHINTECH INC
1006454.0,WESTROCK CO
1006455.0,STARRET CITY ASSOCIATES
1006456.0,XCEL ENERGY INC
1006458.0,XCEL ENERGY INC
1006459.0,NELSON COUNTY FISCAL COURT
1006462.0,DE SOTO PARISH POLICE JURY
1006463.0,TECK AMERICAN INC
1006464.0,WASTE CONNECTIONS US INC
1006465.0,WASTE CONNECTIONS US INC
1006466.0,KOCH INDUSTRIES INC
1006467.0,Nutrien US Topco LLC
1006468.0,BP AMERICA INC
1006469.0,PATRIOT RENEWABLE FUELS LLC
1006472.0,OCCIDENTAL PETROLEUM CORP
1006473.0,GLOBE SPECIALTY METALS INC
1006474.0,GELITA NORTH AMERICA INC
1006479.0,LEPRINO FOODS CO
1006481.0,SUMMIT UTILITIES INC
1006483.0,KINDER MORGAN INC
1006485.0,CR&R INC
1006486.0,CITY OF WINFIELD KANSAS
1006488.0,NEMAK USA INC
1006489.0,THE MOUNT SINAI MEDICAL CENTER
1006490.0,VALERO ENERGY CORP
1006493.0,ROCHESTER DISTRICT HEATING COOPERATIVE
1006494.0,MDU RESOURCES GROUP INC
1006495.0,MDU RESOURCES GROUP INC
1006496.0,MDU RESOURCES GROUP INC
1006497.0,MDU RESOURCES GROUP INC
1006499.0,CALUMET SPECIALTY PRODUCTS PARTNERS LP
1006500.0,CALUMET SPECIALTY PRODUCTS PARTNERS LP
1006501.0,WESTERN PLACER WASTE MANAGEMENT AUTHORITY
1006502.0,PUGET HOLDINGS LLC
1006503.0,DTE ENERGY CO
1006504.0,STATE OF UTAH
1006505.0,"Alliance Pipeline, Inc"
1006509.0,PPL CORP
1006510.0,PPL CORP
1006512.0,PPL CORP
1006513.0,REPUBLIC SERVICES INC
1006514.0,IREDELL COUNTY NORTH CAROLINA
1006520.0,CASCADES TISSUE GROUP - PENNSYLVANIA INC
1006523.0,ATMOS ENERGY CORP
1006524.0,MIDWEST NATURAL GAS CORP
1006525.0,CARGILL INC
1006526.0,CITY OF BOONEVILLE MISSISSIPPI
1006528.0,BLACK HILLS CORP
1006529.0,ACADIA PARISH POLICE JURY
1006530.0,CLEVELAND-CLIFFS INC
1006531.0,GOODWAY REFINING LLC
1006532.0,COUNTY OF PINELLAS FLORIDA
1006534.0,POET HOLDING CO LLC
1006535.0,MATALCO (US) INC
1006538.0,WASTE CONNECTIONS US INC
1006539.0,EVERGY INC
1006540.0,TITAN INTERNATIONAL INC
1006542.0,PPL CORP
1006543.0,BASF CORP
1006544.0,CITY OF CANTON MISSISSIPPI
1006545.0,REPUBLIC SERVICES INC
1006549.0,HALLADOR ENERGY CO
1006550.0,COUNTY OF SNOHOMISH WASHINGTON
1006551.0,O-I GLASS INC
1006552.0,STRATEGIC VALUE PARTNERS LLC
1006553.0,CATERPILLAR INC
1006554.0,"LS Power Development, LLC"
1006556.0,PNM RESOURCES INC
1006558.0,ESSITY NORTH AMERICA INC
1006560.0,FANJUL CORP
1006562.0,LINDE INC
1006564.0,GREYLOCK ENERGY
1006565.0,TOTAL HOLDINGS USA INC
1006566.0,OGE ENERGY CORP
1006567.0,DENBURY INC
1006569.0,PHILADELPHIA GAS WORKS
