GHGRP FACILITY ID,PRIMARY_OPERATOR
1002117.0,KINDER MORGAN INC
1002118.0,KINDER MORGAN INC
1002119.0,LINDE INC
1002120.0,LINDE INC
1002121.0,AIR PRODUCTS & CHEMICALS INC
1002122.0,AIR PRODUCTS & CHEMICALS INC
1002123.0,AIR PRODUCTS & CHEMICALS INC
1002124.0,SHOW ME ETHANOL LLC
1002127.0,KINDER MORGAN INC
1002129.0,OWENS CORNING
1002131.0,MURPHY OIL CORP
1002132.0,WASTE CONNECTIONS US INC
1002133.0,KINDER MORGAN INC
1002134.0,COUNTY OF RIVERSIDE CALIFORNIA
1002138.0,CENTRAL IOWA RENEWABLE ENERGY LLC
1002139.0,QUARTERNORTH ENERGY LLC
1002140.0,TENSAS PARISH POLICE JURY
1002141.0,WASTE CONNECTIONS US INC
1002143.0,OWENS CORNING
1002145.0,OWENS CORNING
1002146.0,PHILLIPS 66
1002147.0,SSAB US HOLDING INC
1002148.0,HUSKER AG LLC
1002149.0,INTERNATIONAL PAPER CO
1002150.0,EXXON MOBIL CORP
1002151.0,ALLIANT ENERGY CORP
1002152.0,THE PROCTER & GAMBLE CO
1002153.0,USG CORP
1002154.0,ARCHER DANIELS MIDLAND CO
1002156.0,CPPIB Vedder US Holdings LLC
1002158.0,CITY OF LINCOLN NEBRASKA
1002159.0,CITY OF HASTINGS NEBRASKA
1002160.0,KOCH INDUSTRIES INC
1002163.0,UNIVERSITY OF ROCHESTER
1002165.0,PHOENIX ENDICOTT INDUSTRIAL INVESTORS LLC
1002166.0,DOW INC
1002167.0,COUNTY OF BARTHOLOMEW INDIANA
1002168.0,COUNTY OF BARTHOLOMEW INDIANA
1002169.0,ENERGY TRANSFER LP
1002170.0,CVR ENERGY INC
1002171.0,CITY OF ROCKY MOUNT NORTH CAROLINA
1002172.0,RAIN CII CARBON LLC
1002173.0,GRANITE FALLS ENERGY LLC
1002174.0,WESTERN MIDSTREAM PARTNERS LP
1002175.0,KINDER MORGAN INC
1002176.0,THE CHEMOURS CO
1002177.0,DENCO II LLC
1002178.0,ANCHOR GLASS CONTAINER CORP
1002179.0,KIMBERLY-CLARK CORP
1002181.0,ANCHOR GLASS CONTAINER CORP
1002182.0,DELAWARE SOLID WASTE AUTHORITY
1002183.0,DELAWARE SOLID WASTE AUTHORITY
1002184.0,CITRUS WORLD INC
1002186.0,SAINT-GOBAIN CORP
1002187.0,KIMBERLY-CLARK CORP
1002188.0,TRAMMO INC
1002189.0,O-I GLASS INC
1002190.0,ASCEND PERFORMANCE MATERIALS HOLDINGS INC
1002192.0,PETROBRAS AMERICA INC
1002195.0,IACX ENERGY LLC
1002196.0,KINDER MORGAN INC
1002197.0,FREEPORT-MCMORAN INC
1002199.0,NORTHWESTERN CORP
1002200.0,HITACHI METALS AMERICA LTD
1002201.0,WTGKS GP LLC
1002202.0,CLEVELAND THERMAL LLC
1002203.0,STONE CANYON INDUSTRIES HOLDINGS LLC
1002204.0,HOLCIM PARTICIPATIONS (US) INC
1002205.0,FOSTER FARMS
1002208.0,REPUBLIC SERVICES INC
1002209.0,US LIME & MINERALS INC
1002210.0,MILWAUKEE REGIONAL MEDICAL CENTER INC
1002212.0,KOCH INDUSTRIES INC
1002213.0,WK Kellogg Co
1002214.0,THE WILLIAMS COS INC
1002215.0,KELLOGG CO
1002216.0,COMMERCIAL METALS CO
1002217.0,VITRO FLAT GLASS LLC
1002218.0,MDU RESOURCES GROUP INC
1002219.0,MDU RESOURCES GROUP INC
1002220.0,MDU RESOURCES GROUP INC
1002221.0,OWENS CORNING
1002222.0,WASTE CONNECTIONS US INC
1002223.0,WASTE CONNECTIONS US INC
1002224.0,US GOVERNMENT
1002226.0,O-I GLASS INC
1002229.0,Nutrien US Topco LLC
1002230.0,SAPUTO CHEESE USA INC
1002231.0,EB HOLDINGS II INC
1002232.0,CHRIN BROTHERS INC
1002234.0,SOUTHERN OKLAHOMA REGIONAL DISPOSAL INC
1002235.0,DCP MIDSTREAM LP
1002236.0,WASTE CONNECTIONS US INC
1002237.0,US GOVERNMENT
1002239.0,THE WILLIAMS COS INC
1002241.0,DOW INC
1002242.0,REPUBLIC SERVICES INC
1002243.0,GENERAL ELECTRIC CO
1002244.0,CENTERPOINT HOLDINGS LLC
1002245.0,USG CORP
1002246.0,BAYER US HOLDING LP
1002247.0,US GOVERNMENT
1002248.0,INGEVITY CORP
1002249.0,REPUBLIC SERVICES INC
1002250.0,WEC Energy Group Inc
1002251.0,SARA B BATEMAN
1002252.0,RIVERSIDE ENERGY MICHIGAN LLC
1002255.0,ONEOK PARTNERS LP
1002256.0,THE WILLIAMS COS INC
1002257.0,AIR PRODUCTS & CHEMICALS INC
1002258.0,KELLOGG CO
1002259.0,CHENIERE ENERGY INC
1002260.0,COE BRIDGEWATER LLC C/O THOR EQUITIES LLC
1002261.0,ERGON INC
1002262.0,NIPPON ELECTRIC GLASS AMERICA INC
1002263.0,ARUBA INVESTMENTS INC
1002264.0,HILCORP ENERGY CO
1002265.0,CONTANGO RESOURCES LLC
1002266.0,NUCOR CORP
1002267.0,MUSTANG FUEL CORP
1002268.0,STATE OF FLORIDA
1002269.0,COVANTA HOLDING CORP
1002270.0,UNIVERSITY OF MARYLAND
1002271.0,STATE OF CALIFORNIA
1002272.0,WESTROCK CO
1002273.0,CITY OF RICHMOND VIRGINIA
1002274.0,TRUSTEES OF BOSTON UNIVERSITY
1002275.0,CF INDUSTRIES HOLDINGS INC
1002276.0,COUNTY OF CRAWFORD OHIO
1002277.0,ISLIP RESOURCE RECOVERY AGENCY
1002282.0,COLONIAL GROUP INC
1002283.0,MCCAIN  USA INC
1002284.0,MCCAIN  USA INC
1002285.0,MCCAIN  USA INC
1002286.0,WORLD OIL CORP
1002287.0,MCCAIN  USA INC
1002291.0,AG PROCESSING INC A COOPERATIVE
1002292.0,COUNTY OF HARFORD MARYLAND
1002297.0,HUNTSVILLE UTILITIES
1002298.0,COMSTOCK RESOURCES INC
1002299.0,EASTMAN CHEMICAL CO
1002300.0,USG CORP
1002301.0,CF INDUSTRIES HOLDINGS INC
1002303.0,USG CORP
1002304.0,XEROX CORP
1002305.0,WESTROCK CO
1002306.0,USG CORP
1002307.0,COUNTY OF MARATHON
1002308.0,CEMEX INC
1002309.0,USG CORP
1002310.0,G HOLDINGS LLC
1002311.0,US GOVERNMENT
1002313.0,USG CORP
1002314.0,USG CORP
1002315.0,IKAV Impact USA Inc
1002316.0,CPPIB Vedder US Holdings LLC
1002317.0,CATERPILLAR INC
1002318.0,COUNTY OF ORANGE CALIFORNIA
1002319.0,THE WILLIAMS COS INC
1002320.0,COUNTY OF ORANGE CALIFORNIA
1002321.0,GFL ENVIRONMENTAL HOLDINGS (US) INC
1002322.0,NIPPON ELECTRIC GLASS AMERICA INC
1002324.0,NOVELIS INC
1002325.0,WTG SOUTH PERMIAN MIDSTREAM LLC
1002326.0,WTG GAS PROCESSING LLC
1002327.0,STONE CANYON INDUSTRIES HOLDINGS LLC
1002328.0,CITY OF AKRON OHIO
1002330.0,CITIZENS ENERGY GROUP
1002333.0,STONE CANYON INDUSTRIES HOLDINGS LLC
1002334.0,WTG JAMESON LP
1002339.0,AHLSTROM-MUNKSJO NORTH AMERICA SPECIALTY SOLUTIONS LLC
1002340.0,CITY OF LAGRANGE GEORGIA
1002341.0,WASTE CONNECTIONS US INC
1002342.0,THE LYCRA CO LLC
1002343.0,BERKSHIRE HATHAWAY INC
1002345.0,CHEVRON CORP
1002346.0,JBA USA HOLDINGS LLC
1002347.0,GENERAL MOTORS CO
1002349.0,BRIDGEPORT ETHANOL LLC
1002350.0,WESTLAKE CHEMICAL CORP
1002351.0,CITY OF CORSICANA
1002352.0,TUMBLEWEED MIDSTREAM LLC
1002353.0,PHILLIPS 66
1002355.0,PHILLIPS 66
1002356.0,REX AMERICAN RESOURCES CORP
1002357.0,FCA NORTH AMERICA HOLDINGS LLC
1002358.0,WARBURG PINCUS LLC
1002359.0,CITY OF CHARLESTON
1002365.0,AG PROCESSING INC A COOPERATIVE
1002366.0,SAMSUNG ELECTRONICS AMERICA INC
1002367.0,MAZDA MOTOR OF AMERICA INC
1002376.0,KINDER MORGAN INC
1002377.0,TALLGRASS DEVELOPMENT LP
1002378.0,PHILLIPS 66
1002379.0,VALERO ENERGY CORP
1002380.0,AGRIUM US INC
1002388.0,Enbridge (US) Inc
1002389.0,PDV AMERICA INC
1002390.0,KOCH INDUSTRIES INC
1002391.0,CHESTER COUNTY SOLID WASTE AUTHORITY
1002392.0,KOCH INDUSTRIES INC
1002393.0,High-Purity Silicon America Corp
1002394.0,PEPSICO INC
1002395.0,US LIME & MINERALS INC
1002396.0,Enbridge (US) Inc
1002397.0,US LIME & MINERALS INC
1002398.0,COVANTA HOLDING CORP
1002399.0,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK
1002400.0,COVANTA HOLDING CORP
1002401.0,BARTON COUNTY KANSAS
1002402.0,Enbridge (US) Inc
1002403.0,LHOIST NORTH AMERICA INC
1002404.0,CITY OF GAINESVILLE FLORIDA
1002405.0,LHOIST NORTH AMERICA INC
1002406.0,TALLGRASS DEVELOPMENT LP
1002407.0,KOCH INDUSTRIES INC
1002408.0,AG PROCESSING INC A COOPERATIVE
1002409.0,KINDER MORGAN INC
1002412.0,KINDER MORGAN INC
1002413.0,KINDER MORGAN INC
1002415.0,PHILLIPS 66
1002419.0,KINDER MORGAN INC
1002421.0,CRH AMERICAS INC
1002422.0,JOHNSON & LINDLEY LLC
1002423.0,KNOXVILLE UTILITIES BOARD (INC)
1002424.0,BERKSHIRE HATHAWAY INC
1002425.0,RUMPKE CONSOLIDATED COS INC
1002426.0,GENERAL MILLS INC
1002427.0,Enbridge (US) Inc
1002430.0,AIR PRODUCTS & CHEMICALS INC
1002432.0,LHOIST NORTH AMERICA INC
1002433.0,BUNGE NORTH AMERICA INC
1002435.0,AIR PRODUCTS & CHEMICALS INC
1002436.0,BROOME COUNTY DIV OF SOLID WASTE MANAGEMENT
1002437.0,LOCKHEED MARTIN CORP
1002438.0,First Quality Tisssue
1002439.0,VITRO ASSETS CORP
1002440.0,BASIN ELECTRIC POWER COOPERATIVE
1002442.0,KRATON CORP
1002443.0,BIG RIVER RESOURCES LLC
1002444.0,PHILLIPS 66
1002446.0,METRO
1002447.0,STEVENS ENHANCED RECOVERY PARTNERS
1002451.0,OCCIDENTAL PETROLEUM CORP
1002452.0,VICINITY ENERGY INC
1002453.0,BOROUGH OF CHAMBERSBURG
1002454.0,PERMIAN BASIN LP
1002455.0,GRAYMONT INC
1002456.0,KINDER MORGAN INC
1002457.0,CITY OF NACOGDOCHES
1002458.0,DEERE & CO
1002459.0,UNIVERSITY OF COLORADO AT BOULDER
1002461.0,VALERO ENERGY CORP
1002462.0,CORNING INC
1002464.0,REPUBLIC SERVICES INC
1002466.0,REPUBLIC SERVICES INC
1002467.0,ENERGY TRANSFER LP
1002468.0,REPUBLIC SERVICES INC
1002469.0,REPUBLIC SERVICES INC
1002470.0,ENERGY TRANSFER LP
1002471.0,REPUBLIC SERVICES INC
1002472.0,ENERGY TRANSFER LP
1002473.0,REPUBLIC SERVICES INC
1002474.0,ENERGY TRANSFER LP
1002475.0,REPUBLIC SERVICES INC
1002476.0,REPUBLIC SERVICES INC
1002477.0,REPUBLIC SERVICES INC
1002478.0,REPUBLIC SERVICES INC
1002480.0,REPUBLIC SERVICES INC
1002481.0,NATIONAL GRID USA
1002482.0,NATIONAL GRID USA
1002484.0,CITY OF HIBBING MINNESOTA
1002488.0,PORTLAND GENERAL ELECTRIC CO
1002489.0,GFL ENVIRONMENTAL HOLDINGS (US) INC
1002490.0,COUNTY OF LOUDOUN VIRGINIA
1002491.0,WASTE MANAGEMENT INC
1002493.0,COUNTY OF KANE DIV OF ENV
1002494.0,AMERICAS MINING CORP
1002496.0,SHELL PETROLEUM INC
1002497.0,THE PROCTER & GAMBLE CO
1002499.0,PILKINGTON HOLDINGS INC
1002500.0,NEXTERA ENERGY INC
1002504.0,ARDAGH GLASS INC
1002505.0,VALERO ENERGY CORP
1002506.0,SHELL PETROLEUM INC
1002509.0,REPUBLIC SERVICES INC
1002510.0,REPUBLIC SERVICES INC
1002511.0,CITY OF SHREVEPORT LOUISIANA
1002512.0,CITY OF JACKSONVILLE TEXAS
1002513.0,CITY OF MT PLEASANT
1002514.0,REPUBLIC SERVICES INC
1002515.0,PHILLIPS 66
1002516.0,KOCH INDUSTRIES INC
1002517.0,HEIDELBERG MATERIALS US CEMENT LLC
1002518.0,KINDER MORGAN INC
1002519.0,TALOS ENERGY INC
1002521.0,ENERGY TRANSFER LP
1002522.0,SHELL PETROLEUM INC
1002523.0,VISTRA CORP
1002526.0,BUNGE NORTH AMERICA INC
1002527.0,CRH AMERICAS INC
1002528.0,SCOUT ENERGY MANAGEMENT LLC
1002529.0,CORTEVA INC
1002530.0,CRH AMERICAS INC
1002531.0,CRH AMERICAS INC
1002532.0,HARVEST PIPELINE CO
1002537.0,ASH GROVE CEMENT CO
1002538.0,CITY OF MIDLAND TEXAS TEXAS
1002539.0,UTILITY PIPELINE LTD
1002541.0,MCKITTRICK LLC
1002542.0,KRATON CORP
1002543.0,KERN FRONT LTD
1002544.0,SPIRE INC
1002545.0,CITY OF PAINESVILLE OHIO
1002546.0,CITY OF LEE'S SUMMIT MISSOURI
1002547.0,THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY
1002548.0,DOW INC
1002549.0,LHOIST NORTH AMERICA INC
1002550.0,CITY OF SALINA KANSAS
1002551.0,LHOIST NORTH AMERICA INC
1002552.0,AMERICAN ENVIRONMENTAL LANDFILL INC
1002553.0,LHOIST NORTH AMERICA INC
1002554.0,CITY OF WACO
1002555.0,REPUBLIC SERVICES INC
1002556.0,REPUBLIC SERVICES INC
1002557.0,REPUBLIC SERVICES INC
1002558.0,REPUBLIC SERVICES INC
1002559.0,JELD-WEN HOLDING INC
1002560.0,GOLDEN GRAIN ENERGY LLC
1002561.0,LANCASTER COUNTY SOILD WASTE MANAGEMENT AUTHORITY
1002562.0,OCCIDENTAL PETROLEUM CORP
1002564.0,WASTE COMMISSION OF SCOTT COUNTY IOWA
1002565.0,SAN JOAQUIN REFINING CO INC
1002566.0,Skanon Investments Inc
1002567.0,COUNTY OF WHITESIDE ILLINOIS
1002568.0,TALOS ENERGY INC
1002569.0,SHELL PETROLEUM INC
1002571.0,NORTHROP GRUMMAN CORP
1002574.0,3M CO
1002575.0,CATERPILLAR INC
1002576.0,ANHEUSER-BUSCH COS LLC
1002577.0,Enbridge (US) Inc
1002579.0,KOCH INDUSTRIES INC
1002580.0,Enbridge (US) Inc
1002581.0,CITY OF TOLEDO OHIO
1002582.0,NEW JERSEY RESOURCES CORP
1002583.0,NOVELIS INC
1002585.0,LAKE AREA CORN PROCESSORS LLC
1002586.0,Enbridge (US) Inc
1002587.0,JEFFERSON PARISH GOVERNMENT
1002588.0,REPUBLIC SERVICES INC
1002590.0,Enbridge (US) Inc
1002591.0,COUNTY OF LOS ANGELES CALIFORNIA
1002592.0,CITY OF SCOTTSBORO ALABAMA
1002593.0,CITY OF NORTHAMPTON MASSACHUSETTS
1002596.0,M2S GROUP INTERMEDIATE HOLDINGS INC
1002597.0,COUNTY OF LOS ANGELES CALIFORNIA
1002598.0,LHOIST NORTH AMERICA INC
1002599.0,CLINTON COUNTY AREA SOLID WASTE AGENCY
1002600.0,CORP OF THE PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS
1002601.0,LHOIST NORTH AMERICA INC
1002602.0,NATIONAL GRID USA
1002603.0,NATIONAL GRID USA
1002604.0,PPL CORP
1002605.0,LIBERTY UTILITIES CO
1002606.0,PFIZER INC
1002607.0,ROLLS-ROYCE NORTH AMERICA (USA) HOLDINGS CO
1002608.0,LINDE INC
1002609.0,OTTUMWA-WAPELLO SOLID WASTE COMMISSION
1002610.0,DES MOINES COUNTY REGIONAL SOLID WASTE
1002611.0,ENERGY TRANSFER LP
1002612.0,STATE OF CALIFORNIA
1002613.0,BASF CORP
1002614.0,INTERNATIONAL FLAVORS & FRAGRANCES INC
1002615.0,INTERNATIONAL FLAVORS & FRAGRANCES INC
1002617.0,Enbridge (US) Inc
1002618.0,THE CHEMOURS CO
1002620.0,LHOIST NORTH AMERICA INC
1002621.0,NUCOR CORP
1002622.0,BASF CORP
1002623.0,KINDER MORGAN INC
1002625.0,OCCIDENTAL PETROLEUM CORP
1002626.0,FORD MOTOR CO
1002627.0,ABSOLUTE ENERGY LLC
1002628.0,THE WILLIAMS COS INC
1002629.0,OCCIDENTAL PETROLEUM CORP
1002630.0,PERMIAN BASIN LP
1002632.0,INGREDION INC
1002633.0,ILLINOIS TOOL WORKS INC
1002634.0,SANTA BARBARA COUNTY DEPARTMENT OF PUBLIC WORKS RESOURCE RECOVERY & WASTE MANAGEMENT
1002635.0,DARLING INGREDIENTS INC
1002636.0,KNAUF INSULATION
1002637.0,DARLING INGREDIENTS INC
1002638.0,SCOUT ENERGY MANAGEMENT LLC
1002639.0,PAGE COUNTY VIRGINIA
1002641.0,IOWA STATE UNIVERSITY OF SCIENCE &  TECHNOLOGY
1002643.0,REPUBLIC SERVICES INC
1002644.0,REPUBLIC SERVICES INC
1002645.0,CITY OF ARLINGTON
1002646.0,REPUBLIC SERVICES INC
1002647.0,REPUBLIC SERVICES INC
1002648.0,REPUBLIC SERVICES INC
1002649.0,REPUBLIC SERVICES INC
1002650.0,REPUBLIC SERVICES INC
1002651.0,CHEVRON CORP
1002652.0,MEXICHEM SPECIALTY RESINS INC
1002654.0,THE GOODYEAR TIRE & RUBBER CO
1002655.0,PRINCE GEORGE'S COUNTY DEPARTMENT OF THE ENVIRONMENTAL RESOURCE RECOVERY DIV
1002656.0,CITY OF SIOUX FALLS SOUTH DAKOTA
1002657.0,VALERO ENERGY CORP
1002659.0,VICINITY ENERGY INC
1002662.0,UNITED WISCONSIN GRAIN PRODUCERS LLC
1002664.0,PHILLIPS 66
1002665.0,CRH AMERICAS INC
1002667.0,OCEAN COUNTY LANDFILL CORP
1002668.0,PHILLIPS 66
1002674.0,THE PROCTER & GAMBLE CO
1002676.0,EXXON MOBIL CORP
1002677.0,CENTRIO ENERGY SEATTLE LLC
1002678.0,KINDER MORGAN INC
1002679.0,SHELL PETROLEUM INC
1002680.0,KINDER MORGAN INC
1002682.0,THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS
1002683.0,600 LAND INC
1002684.0,LANDFILL MANAGEMENT CO
1002685.0,SHELL PETROLEUM INC
1002686.0,KINDER MORGAN INC
1002687.0,DUKE ENERGY CORP
1002688.0,OCCIDENTAL PETROLEUM CORP
1002690.0,VALERO ENERGY CORP
1002691.0,SOUTH CENTRAL IOWA SOLID WASTE AGENCY
1002694.0,US SILICA HOLDINGS INC
1002695.0,HUDSON TECHNOLOGIES INC
1002696.0,TYSON FOODS INC
1002698.0,AIR PRODUCTS & CHEMICALS INC
1002699.0,BANNOCK COUNTY IDAHO
1002700.0,CITY OF SNYDER TEXAS
1002701.0,PPL CORP
1002702.0,CUMBERLAND COUNTY IMPROVEMENT AUTHORITY
1002703.0,GREEN PLAINS INC
1002704.0,TOWN OF TRION GEORGIA
1002705.0,CITY OF PAMPA TEXAS
1002706.0,SPANGLER COMPANIES INC
1002708.0,CLEARWATER PAPER CORP
1002709.0,COVORO MINING SOLUTIONS LLC
1002710.0,PERDUE FARMS INC
1002711.0,THE WILLIAMS COS INC
1002712.0,DUPONT DE NEMOURS INC
1002713.0,PERDUE FARMS INC
1002715.0,PERDUE FARMS INC
1002716.0,WASTE MANAGEMENT INC
1002717.0,SPANGLER COMPANIES INC
1002720.0,GRANGER ASSOCIATES INC
1002722.0,CARMEUSE LIME INC
1002724.0,GRAYMONT INC
1002725.0,GRAYMONT INC
1002726.0,UC REGENTS
1002727.0,AIR PRODUCTS & CHEMICALS INC
1002728.0,BADGER CREEK LTD
1002729.0,CITY OF PONCA CITY OKLAHOMA
1002730.0,RHEA COUNTY TENNESSEE
1002731.0,ADA COGENERATION LP
1002732.0,CRITTENDEN COUNTY AR
1002733.0,KOCH INDUSTRIES INC
1002735.0,MARATHON OIL CORP
1002736.0,VEOLIA ENVIRONMENTAL SERVICES NORTH AMERICA CORP
1002737.0,PERDUE FARMS INC
1002738.0,BERKSHIRE HATHAWAY INC
1002739.0,BERKSHIRE HATHAWAY INC
1002741.0,SPANGLER COMPANIES INC
1002742.0,KINDER MORGAN INC
1002744.0,COVANTA HOLDING CORP
1002745.0,KINDER MORGAN INC
1002746.0,BRAZOS VALLEY SOLID WASTE MANAGEMENT AGENCY INC
1002747.0,US GOVERNMENT
1002748.0,IMERYS USA INC
1002749.0,SYNGENTA CORP
1002750.0,ARGOS USA LLC
1002751.0,SKANA ALUMINUM CO
1002755.0,FORD MOTOR CO
1002756.0,"PROTERIAL AMERICA, LTD"
1002757.0,CITY OF BATON ROUGE LOUISIANA
1002758.0,LYONDELLBASELL INDUSTRIES INC
1002759.0,CHALK CLIFF LTD
1002760.0,BERKSHIRE HATHAWAY INC
1002761.0,BERKSHIRE HATHAWAY INC
1002762.0,BERKSHIRE HATHAWAY INC
1002763.0,BERKSHIRE HATHAWAY INC
1002764.0,TALOS ENERGY INC
1002767.0,GRAYMONT INC
1002768.0,VALLOUREC STAR LP
1002770.0,KOCH INDUSTRIES INC
1002771.0,TRI-ARROWS ALUMINUM INC
1002773.0,GRAYMONT INC
1002774.0,KINDER MORGAN INC
1002775.0,LOCKHEED MARTIN CORP
1002776.0,W&T OFFSHORE INC
1002777.0,SUNCOKE ENERGY INC
1002778.0,"CLEARFORK MIDSTREAM, LLC"
1002779.0,WHITNEY OIL & GAS LLC
1002780.0,ENERGY TRANSFER LP
1002781.0,KINDER MORGAN INC
1002784.0,KINDER MORGAN INC
1002785.0,US GOVERNMENT
1002786.0,GREATER LEBANON REFUSE AUTHORITY
1002787.0,HEIDELBERG MATERIALS US CEMENT LLC
1002788.0,ENID OKLAHOMA
1002789.0,DELTECH MONOMERS BIDCO HOLDINGS LLC
1002790.0,GREEN VALLEY CHEMICAL CORP
1002791.0,EXELON CORP
1002792.0,US GOVERNMENT
1002793.0,BLACK HILLS CORP
1002794.0,NATURAL GAS UTILITY DIST OF HAWKINS COUNTY
1002795.0,ARCONIC INC
1002797.0,RGC RESOURCES INC
1002798.0,HUNT CRUDE OIL SUPPLY CO LLC
1002799.0,CITY OF TUSCON ENVIRONMENTAL SERVICES
1002800.0,ARCOSA INC
1002801.0,BLACK HILLS CORP
1002802.0,KLEEN ENERGY SYSTEMS LLC
1002803.0,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE
1002804.0,JR SIMPLOT CO
1002806.0,BERKSHIRE HATHAWAY INC
1002807.0,SPANGLER COMPANIES INC
1002809.0,SIOUXLAND ENERGY COOPERATIVE
1002811.0,KINDER MORGAN INC
1002812.0,PUBLIC SERVICE ENTERPRISE GROUP INC
1002813.0,WASTE CONNECTIONS US INC
1002815.0,KINDER MORGAN INC
1002816.0,TALLGRASS DEVELOPMENT LP
1002817.0,XCEL ENERGY INC
1002818.0,FLORIDA MUNICIPAL POWER AGENCY
1002820.0,DOUBLE C LTD
1002821.0,HIGH SIERRA LTD
1002823.0,KOCH INDUSTRIES INC
1002825.0,ENERGY TRANSFER LP
1002827.0,KINDER MORGAN INC
1002828.0,GENERAL MOTORS CO
1002829.0,SOLVAY AMERICA  INC
1002830.0,LSB INDUSTRIES INC
1002831.0,THE SALT RIVER PIMA - MARICOPA INDIAN COMMUNITY
1002832.0,JR SIMPLOT CO
1002833.0,MSIP-SSCC HOLDINGS LLC
1002834.0,GORHAM ACQUISITION LLC
1002836.0,KINDER MORGAN INC
1002837.0,KINDER MORGAN INC
1002838.0,KINDER MORGAN INC
1002839.0,KINDER MORGAN INC
1002841.0,KINDER MORGAN INC
1002842.0,KINDER MORGAN INC
1002843.0,CITY OF NEW YORK NEW YORK
1002844.0,KINDER MORGAN INC
1002846.0,HOOD COS INC
1002847.0,KINDER MORGAN INC
1002849.0,KINDER MORGAN INC
1002854.0,PIXELLE SPECIALTY SOLUTIONS INC
1002855.0,CITY OF OKMULGEE OKLAHOMA
1002859.0,LYONDELLBASELL INDUSTRIES INC
1002860.0,CITY OF SYLACAUGA ALABAMA
1002861.0,SONOCO PRODUCTS CO
1002862.0,SONOCO PRODUCTS CO
1002863.0,DALTON-WHITFIELD REGIONAL SOLID WASTE MANAGEMENT
1002864.0,KOCH INDUSTRIES INC
1002865.0,MGP INGREDIENTS INC
1002866.0,US GOVERNMENT
1002867.0,ANHEUSER-BUSCH COS LLC
1002868.0,OCCIDENTAL PETROLEUM CORP
1002869.0,UNITED CONTINENTAL HOLDINGS INC
1002870.0,UTILITY COMMISSION CITY OF FORT VALLEY
1002871.0,LITTLE RAPIDS CORP
1002874.0,LAND O LAKES INC
1002875.0,GENERAL MOTORS CO
1002876.0,US GOVERNMENT
1002877.0,NEWMONT CORP
1002879.0,INEOS USA LLC
1002880.0,STATE OF WYOMING
1002881.0,DARLING INGREDIENTS INC
1002882.0,CARDINAL ETHANOL LLC
1002883.0,TYSON FOODS INC
1002887.0,SPANGLER COMPANIES INC
1002888.0,SPANGLER COMPANIES INC
1002889.0,SOLVAY HOLDING INC
1002890.0,US GOVERNMENT
1002893.0,PACKAGING CORP OF AMERICA
1002894.0,RICELAND FOODS INC
1002895.0,XCEL ENERGY INC
1002896.0,COUNTY OF KERN CALIFORNIA
1002899.0,COUNTY OF SARASOTA FLORIDA
1002901.0,COUNTY OF SARASOTA FLORIDA
1002902.0,CITY OF WATERTOWN SOUTH DAKOTA
1002903.0,CLEVELAND-CLIFFS INC
1002904.0,MOLSON COORS BEVERAGE CO
1002905.0,KOCH INDUSTRIES INC
1002906.0,SPRINGFIELD MISSOURI
1002907.0,BERKSHIRE HATHAWAY INC
1002909.0,RED RIVER ENERGY
1002910.0,GRAYMONT INC
1002911.0,O-I GLASS INC
1002912.0,TALLGRASS DEVELOPMENT LP
1002915.0,ANHEUSER-BUSCH COS LLC
1002916.0,ARCHER DANIELS MIDLAND CO
1002917.0,KINDER MORGAN INC
1002918.0,KINDER MORGAN INC
1002919.0,GRAYMONT INC
1002922.0,BERKSHIRE HATHAWAY INC
1002923.0,KINDER MORGAN INC
1002924.0,KOCH INDUSTRIES INC
1002925.0,SOLVAY HOLDING INC
1002927.0,LYONDELLBASELL INDUSTRIES INC
1002928.0,GRAYMONT INC
1002929.0,O-I GLASS INC
1002930.0,KINDER MORGAN INC
1002931.0,KINDER MORGAN INC
1002933.0,NOVELIS INC
1002943.0,THE WILLIAMS COS INC
1002950.0,GREENFIELD GLOBAL WINNEBAGO LLC
1002951.0,WASTE MANAGEMENT INC
1002952.0,UNIT CORP
1002953.0,GENERAL MOTORS LLC
1002954.0,BRIDGESTONE AMERICAS INC
1002955.0,INEOS USA LLC
1002957.0,CITY OF CARROLLTON KENTUCKY
1002958.0,NUCOR CORP
1002960.0,DARLING INGREDIENTS INC
1002961.0,MOHAWK INDUSTRIES INC
1002962.0,E ENERGY ADAMS LLC
1002963.0,PACKAGING CORP OF AMERICA
1002964.0,CITY OF WICHITA FALLS TEXAS
1002965.0,THE GOODYEAR TIRE & RUBBER CO
1002966.0,ALLETE INC
1002967.0,DOW INC
1002968.0,ARMSTRONG WORLD INDUSTRIES INC
1002969.0,GEORGIAN AMERICAN ALLOYS INC
1002970.0,PDV AMERICA INC
1002972.0,KINDER MORGAN INC
1002975.0,ABBVIE INC
1002976.0,Lehigh Heavy Forge Corp
1002977.0,NORTH AMERICAN STAINLESS
1002978.0,SENTINEL PEAK RESOURCES LLC
1002983.0,ABBOTT LABORATORIES
